"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","46","0","42","88"
"Janssen Vaccines & Prevention B.V","free state","Adults","14","0","38","52"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","350","0","126","476"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","114","0","100","214"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","87","0","114","201"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","106","0","107","213"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","39","0","14","53"
"Janssen Vaccines & Prevention B.V","north west","Adults","53","0","91","144"
"Janssen Vaccines & Prevention B.V","western cape","Adults","69","0","24","93"
"Pfizer","eastern cape","12-17 Years","62","70","0","132"
"Pfizer","eastern cape","Adults","69","67","97","233"
"Pfizer","free state","12-17 Years","3","42","0","45"
"Pfizer","free state","Adults","37","57","86","180"
"Pfizer","gauteng","12-17 Years","131","74","0","205"
"Pfizer","gauteng","Adults","245","283","297","825"
"Pfizer","kwazulu-natal","12-17 Years","23","21","0","44"
"Pfizer","kwazulu-natal","Adults","166","141","122","429"
"Pfizer","limpopo","12-17 Years","316","118","0","434"
"Pfizer","limpopo","Adults","73","65","48","186"
"Pfizer","mpumalanga","12-17 Years","61","151","0","212"
"Pfizer","mpumalanga","Adults","122","84","36","242"
"Pfizer","northern cape","12-17 Years","91","8","0","99"
"Pfizer","northern cape","Adults","41","22","27","90"
"Pfizer","north west","12-17 Years","14","18","0","32"
"Pfizer","north west","Adults","33","56","55","144"
"Pfizer","western cape","12-17 Years","9","28","0","37"
"Pfizer","western cape","Adults","63","56","65","184"
