"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10343","5078","15421"
"National","eastern cape","Private Health","Male","8759","3953","12712"
"National","eastern cape","Public Health","Female","146517","55938","202455"
"National","eastern cape","Public Health","Male","120397","39871","160268"
"National","free state","Private Health","Female","9169","4616","13785"
"National","free state","Private Health","Male","7550","3556","11106"
"National","free state","Public Health","Female","83522","40633","124155"
"National","free state","Public Health","Male","71423","30539","101962"
"National","gauteng","Private Health","Female","53258","30290","83548"
"National","gauteng","Private Health","Male","48928","26003","74931"
"National","gauteng","Public Health","Female","162157","65799","227956"
"National","gauteng","Public Health","Male","128214","48388","176602"
"National","kwazulu-natal","Private Health","Female","16957","9619","26576"
"National","kwazulu-natal","Private Health","Male","15395","8249","23644"
"National","kwazulu-natal","Public Health","Female","157255","69636","226891"
"National","kwazulu-natal","Public Health","Male","107196","42297","149493"
"National","limpopo","Private Health","Female","11778","5182","16960"
"National","limpopo","Private Health","Male","9188","3634","12822"
"National","limpopo","Public Health","Female","143175","49302","192477"
"National","limpopo","Public Health","Male","123841","36813","160654"
"National","mpumalanga","Private Health","Female","3963","1715","5678"
"National","mpumalanga","Private Health","Male","3451","1525","4976"
"National","mpumalanga","Public Health","Female","76708","27009","103717"
"National","mpumalanga","Public Health","Male","63304","18631","81935"
"National","northern cape","Private Health","Female","2125","1049","3174"
"National","northern cape","Private Health","Male","1949","814","2763"
"National","northern cape","Public Health","Female","17989","6998","24987"
"National","northern cape","Public Health","Male","14106","5127","19233"
"National","north west","Private Health","Female","5184","2413","7597"
"National","north west","Private Health","Male","4697","2039","6736"
"National","north west","Public Health","Female","78389","27971","106360"
"National","north west","Public Health","Male","65022","20352","85374"
"National","western cape","Private Health","Female","23329","12694","36023"
"National","western cape","Private Health","Male","21066","10978","32044"
"National","western cape","Public Health","Female","47376","16124","63500"
"National","western cape","Public Health","Male","39594","13248","52842"
