"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","917843"
"Janssen Vaccines & Prevention B.V","free state","Adults","487346"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1547289"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1245778"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1079968"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","829776"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216066"
"Janssen Vaccines & Prevention B.V","north west","Adults","713869"
"Janssen Vaccines & Prevention B.V","western cape","Adults","751180"
"Pfizer","eastern cape","12-17 Years","104840"
"Pfizer","eastern cape","Adults","1129712"
"Pfizer","free state","12-17 Years","79344"
"Pfizer","free state","Adults","594229"
"Pfizer","gauteng","12-17 Years","170480"
"Pfizer","gauteng","Adults","3393772"
"Pfizer","kwazulu-natal","12-17 Years","129801"
"Pfizer","kwazulu-natal","Adults","1653541"
"Pfizer","limpopo","12-17 Years","94931"
"Pfizer","limpopo","Adults","879213"
"Pfizer","mpumalanga","12-17 Years","48880"
"Pfizer","mpumalanga","Adults","474769"
"Pfizer","northern cape","12-17 Years","13988"
"Pfizer","northern cape","Adults","194166"
"Pfizer","north west","12-17 Years","52775"
"Pfizer","north west","Adults","540057"
"Pfizer","western cape","12-17 Years","53044"
"Pfizer","western cape","Adults","1864629"
