"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","91","0","299","390"
"Janssen Vaccines & Prevention B.V","free state","Adults","88","0","264","352"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","367","0","248","615"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","281","0","223","504"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","114","0","259","373"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","263","0","595","858"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","86","0","233","319"
"Janssen Vaccines & Prevention B.V","north west","Adults","85","0","270","355"
"Janssen Vaccines & Prevention B.V","western cape","Adults","115","0","139","254"
"Pfizer","eastern cape","12-17 Years","81","78","0","159"
"Pfizer","eastern cape","Adults","264","381","783","1428"
"Pfizer","free state","12-17 Years","45","74","0","119"
"Pfizer","free state","Adults","136","204","362","702"
"Pfizer","gauteng","12-17 Years","89","167","0","256"
"Pfizer","gauteng","Adults","402","568","721","1691"
"Pfizer","kwazulu-natal","12-17 Years","64","97","0","161"
"Pfizer","kwazulu-natal","Adults","332","494","485","1311"
"Pfizer","limpopo","12-17 Years","79","129","0","208"
"Pfizer","limpopo","Adults","142","180","250","572"
"Pfizer","mpumalanga","12-17 Years","57","63","0","120"
"Pfizer","mpumalanga","Adults","113","290","397","800"
"Pfizer","northern cape","12-17 Years","26","41","0","67"
"Pfizer","northern cape","Adults","51","129","205","385"
"Pfizer","north west","12-17 Years","19","21","0","40"
"Pfizer","north west","Adults","68","106","216","390"
"Pfizer","western cape","12-17 Years","33","67","0","100"
"Pfizer","western cape","Adults","157","241","445","843"
