"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","91"
"Janssen Vaccines & Prevention B.V","free state","Adults","88"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","367"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","281"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","114"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","263"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","86"
"Janssen Vaccines & Prevention B.V","north west","Adults","85"
"Janssen Vaccines & Prevention B.V","western cape","Adults","115"
"Pfizer","eastern cape","12-17 Years","78"
"Pfizer","eastern cape","Adults","381"
"Pfizer","free state","12-17 Years","74"
"Pfizer","free state","Adults","204"
"Pfizer","gauteng","12-17 Years","167"
"Pfizer","gauteng","Adults","568"
"Pfizer","kwazulu-natal","12-17 Years","97"
"Pfizer","kwazulu-natal","Adults","494"
"Pfizer","limpopo","12-17 Years","129"
"Pfizer","limpopo","Adults","180"
"Pfizer","mpumalanga","12-17 Years","63"
"Pfizer","mpumalanga","Adults","290"
"Pfizer","northern cape","12-17 Years","41"
"Pfizer","northern cape","Adults","129"
"Pfizer","north west","12-17 Years","21"
"Pfizer","north west","Adults","106"
"Pfizer","western cape","12-17 Years","67"
"Pfizer","western cape","Adults","241"
