"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","861582","0","152738","1014320"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464665","0","94505","559170"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1427646","0","210407","1638053"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1161279","0","182319","1343598"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1054378","0","155890","1210268"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","815648","0","129690","945338"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208047","0","34943","242990"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","694083","0","115027","809110"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","661948","0","112259","774207"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137585","0","65388","202973"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94507","0","40023","134530"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21926","0","7152","29078"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23480","0","8965","32445"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94616","0","61527","156143"
"Pfizer","National","eastern cape","Adults","1361240","1146229","252661","2760130"
"Pfizer","National","eastern cape","12-17 Years","297176","121830","0","419006"
"Pfizer","National","free state","12-17 Years","169015","80191","0","249206"
"Pfizer","National","free state","Adults","684232","601423","144081","1429736"
"Pfizer","National","gauteng","12-17 Years","383507","168926","19","552452"
"Pfizer","National","gauteng","Adults","3946175","3420610","686846","8053631"
"Pfizer","National","kwazulu-natal","Adults","2008757","1671819","338636","4019212"
"Pfizer","National","kwazulu-natal","12-17 Years","291546","133012","12","424570"
"Pfizer","National","limpopo","Adults","1059552","888980","178950","2127482"
"Pfizer","National","limpopo","12-17 Years","289527","100919","2","390448"
"Pfizer","National","mpumalanga","12-17 Years","148041","54462","0","202503"
"Pfizer","National","mpumalanga","Adults","584770","481432","109253","1175455"
"Pfizer","National","northern cape","12-17 Years","36466","15389","0","51855"
"Pfizer","National","northern cape","Adults","229512","195884","36997","462393"
"Pfizer","National","north west","12-17 Years","149539","52378","4","201921"
"Pfizer","National","north west","Adults","630435","544463","113699","1288597"
"Pfizer","National","western cape","12-17 Years","130714","54518","3","185235"
"Pfizer","National","western cape","Adults","2134661","1875038","493170","4502869"
