"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102867"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119902"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72163"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107533"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51404"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165772"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","211988"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90826"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81283"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76024"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153604"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144776"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33374"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","326489"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","559326"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102725"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","468803"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107892"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80086"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","344740"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58756"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63836"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102849"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67790"
