"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14224","5051","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12063","4188","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19109","10492","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14955","7305","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8507","3091","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7540","2416","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11199","6453","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9447","4812","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13717","5376","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11245","3933","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17890","6724","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15116","4803","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26454","15706","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23421","12576","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4273","1189","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3501","799","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51731","21920","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42359","16809","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15412","6938","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12299","5238","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19669","10311","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16123","7807","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6765","2901","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4411","1802","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26322","12500","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22811","10592","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13361","7908","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10516","5747","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8904","4477","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5418","2486","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12734","5192","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8363","3185","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13296","5715","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8714","3188","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14180","5783","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10233","3811","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20520","10312","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13026","5416","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14958","6357","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9228","3464","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15589","7016","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10518","4116","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24249","12896","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17430","8148","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36533","15278","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31436","11511","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37090","12762","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30536","9167","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26384","10047","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25934","8461","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38262","12785","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30974","8814","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17635","6949","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14743","5145","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47791","19172","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36483","12529","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17203","6632","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17859","5577","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7576","3635","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6271","2779","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1721","669","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1389","506","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3626","1604","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2760","1144","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32342","13494","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26767","9910","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21496","7491","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17894","5465","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9272","4014","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8093","3316","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","824","385","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","635","285","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6314","2539","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5356","1945","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3033","1009","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2397","780","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4182","1736","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3645","1335","22568"
