"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","152","37","189"
"National","eastern cape","Amathole DM","Private Health","Male","95","18","113"
"National","eastern cape","Amathole DM","Public Health","Female","14072","5014","19086"
"National","eastern cape","Amathole DM","Public Health","Male","11968","4170","16138"
"National","eastern cape","A Nzo DM","Public Health","Female","31135","15527","46662"
"National","eastern cape","A Nzo DM","Public Health","Male","27153","11795","38948"
"National","eastern cape","Buffalo City MM","Private Health","Female","2864","1181","4045"
"National","eastern cape","Buffalo City MM","Private Health","Male","2327","897","3224"
"National","eastern cape","Buffalo City MM","Public Health","Female","16245","9311","25556"
"National","eastern cape","Buffalo City MM","Public Health","Male","12628","6408","19036"
"National","eastern cape","C Hani DM","Private Health","Female","223","106","329"
"National","eastern cape","C Hani DM","Private Health","Male","157","77","234"
"National","eastern cape","C Hani DM","Public Health","Female","13912","3615","17527"
"National","eastern cape","C Hani DM","Public Health","Male","11183","2639","13822"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","659","365","1024"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","501","218","719"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7848","2726","10574"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7039","2198","9237"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4092","2053","6145"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3704","1716","5420"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15600","6375","21975"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12159","4485","16644"
"National","eastern cape","O Tambo DM","Private Health","Female","313","122","435"
"National","eastern cape","O Tambo DM","Private Health","Male","251","112","363"
"National","eastern cape","O Tambo DM","Public Health","Female","43703","16857","60560"
"National","eastern cape","O Tambo DM","Public Health","Male","36547","12543","49090"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1581","1084","2665"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1373","822","2195"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9618","5369","14987"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8074","3990","12064"
"National","free state","Fezile Dabi DM","Private Health","Female","471","342","813"
"National","free state","Fezile Dabi DM","Private Health","Male","448","285","733"
"National","free state","Fezile Dabi DM","Public Health","Female","13246","5034","18280"
"National","free state","Fezile Dabi DM","Public Health","Male","10797","3648","14445"
"National","free state","Lejweleputswa DM","Private Health","Female","3797","1458","5255"
"National","free state","Lejweleputswa DM","Private Health","Male","3032","1099","4131"
"National","free state","Lejweleputswa DM","Public Health","Female","14093","5266","19359"
"National","free state","Lejweleputswa DM","Public Health","Male","12084","3704","15788"
"National","free state","Mangaung MM","Private Health","Female","2952","1835","4787"
"National","free state","Mangaung MM","Private Health","Male","2426","1387","3813"
"National","free state","Mangaung MM","Public Health","Female","23502","13871","37373"
"National","free state","Mangaung MM","Public Health","Male","20995","11189","32184"
"National","free state","T Mofutsanyana DM","Private Health","Female","1860","1133","2993"
"National","free state","T Mofutsanyana DM","Private Health","Male","1590","920","2510"
"National","free state","T Mofutsanyana DM","Public Health","Female","26875","15434","42309"
"National","free state","T Mofutsanyana DM","Public Health","Male","23073","11598","34671"
"National","free state","Xhariep DM","Public Health","Female","4273","1189","5462"
"National","free state","Xhariep DM","Public Health","Male","3501","799","4300"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10827","6602","17429"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9995","5631","15626"
