"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","401","0","497","898"
"Janssen Vaccines & Prevention B.V","free state","Adults","175","0","403","578"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","801","0","569","1370"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","441","0","444","885"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","428","0","387","815"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","510","0","497","1007"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","89","0","154","243"
"Janssen Vaccines & Prevention B.V","north west","Adults","184","0","225","409"
"Janssen Vaccines & Prevention B.V","western cape","Adults","343","0","321","664"
"Pfizer","eastern cape","12-17 Years","240","216","0","456"
"Pfizer","eastern cape","Adults","316","462","716","1494"
"Pfizer","free state","12-17 Years","72","135","0","207"
"Pfizer","free state","Adults","169","334","491","994"
"Pfizer","gauteng","12-17 Years","327","512","0","839"
"Pfizer","gauteng","Adults","1033","1382","1696","4111"
"Pfizer","kwazulu-natal","12-17 Years","172","198","0","370"
"Pfizer","kwazulu-natal","Adults","683","916","892","2491"
"Pfizer","limpopo","12-17 Years","1376","366","0","1742"
"Pfizer","limpopo","Adults","384","365","501","1250"
"Pfizer","mpumalanga","12-17 Years","192","104","0","296"
"Pfizer","mpumalanga","Adults","177","322","423","922"
"Pfizer","northern cape","12-17 Years","41","34","0","75"
"Pfizer","northern cape","Adults","81","102","229","412"
"Pfizer","north west","12-17 Years","39","51","0","90"
"Pfizer","north west","Adults","120","169","277","566"
"Pfizer","western cape","12-17 Years","173","248","0","421"
"Pfizer","western cape","Adults","326","620","1136","2082"
