"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","401"
"Janssen Vaccines & Prevention B.V","free state","Adults","175"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","801"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","441"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","428"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","510"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","89"
"Janssen Vaccines & Prevention B.V","north west","Adults","184"
"Janssen Vaccines & Prevention B.V","western cape","Adults","343"
"Pfizer","eastern cape","12-17 Years","216"
"Pfizer","eastern cape","Adults","462"
"Pfizer","free state","12-17 Years","135"
"Pfizer","free state","Adults","334"
"Pfizer","gauteng","12-17 Years","512"
"Pfizer","gauteng","Adults","1382"
"Pfizer","kwazulu-natal","12-17 Years","198"
"Pfizer","kwazulu-natal","Adults","916"
"Pfizer","limpopo","12-17 Years","366"
"Pfizer","limpopo","Adults","365"
"Pfizer","mpumalanga","12-17 Years","104"
"Pfizer","mpumalanga","Adults","322"
"Pfizer","northern cape","12-17 Years","34"
"Pfizer","northern cape","Adults","102"
"Pfizer","north west","12-17 Years","51"
"Pfizer","north west","Adults","169"
"Pfizer","western cape","12-17 Years","248"
"Pfizer","western cape","Adults","620"
