"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10452","5112","15564"
"National","eastern cape","Private Health","Male","8850","3975","12825"
"National","eastern cape","Public Health","Female","144018","51650","195668"
"National","eastern cape","Public Health","Male","118142","36305","154447"
"National","free state","Private Health","Female","9140","4609","13749"
"National","free state","Private Health","Male","7496","3527","11023"
"National","free state","Public Health","Female","83641","39899","123540"
"National","free state","Public Health","Male","71524","29880","101404"
"National","gauteng","Private Health","Female","53621","30355","83976"
"National","gauteng","Private Health","Male","49246","26008","75254"
"National","gauteng","Public Health","Female","163022","65722","228744"
"National","gauteng","Public Health","Male","128838","48242","177080"
"National","kwazulu-natal","Private Health","Female","17128","9692","26820"
"National","kwazulu-natal","Private Health","Male","15498","8259","23757"
"National","kwazulu-natal","Public Health","Female","156341","65152","221493"
"National","kwazulu-natal","Public Health","Male","106455","39542","145997"
"National","limpopo","Private Health","Female","11790","5180","16970"
"National","limpopo","Private Health","Male","9190","3624","12814"
"National","limpopo","Public Health","Female","140990","47789","188779"
"National","limpopo","Public Health","Male","122463","35772","158235"
"National","mpumalanga","Private Health","Female","4011","1729","5740"
"National","mpumalanga","Private Health","Male","3495","1523","5018"
"National","mpumalanga","Public Health","Female","75580","25686","101266"
"National","mpumalanga","Public Health","Male","62780","17902","80682"
"National","northern cape","Private Health","Female","2132","1064","3196"
"National","northern cape","Private Health","Male","1954","813","2767"
"National","northern cape","Public Health","Female","17423","6083","23506"
"National","northern cape","Public Health","Male","13654","4477","18131"
"National","north west","Private Health","Female","5224","2438","7662"
"National","north west","Private Health","Male","4734","2040","6774"
"National","north west","Public Health","Female","78849","27978","106827"
"National","north west","Public Health","Male","65319","20276","85595"
"National","western cape","Private Health","Female","23584","12766","36350"
"National","western cape","Private Health","Male","21234","11011","32245"
"National","western cape","Public Health","Female","46954","15930","62884"
"National","western cape","Public Health","Male","39240","13066","52306"
