"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","915951"
"Janssen Vaccines & Prevention B.V","free state","Adults","486516"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1541003"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1239924"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1077670"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","825430"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","215432"
"Janssen Vaccines & Prevention B.V","north west","Adults","712753"
"Janssen Vaccines & Prevention B.V","western cape","Adults","749533"
"Pfizer","eastern cape","12-17 Years","97042"
"Pfizer","eastern cape","Adults","1123961"
"Pfizer","free state","12-17 Years","77915"
"Pfizer","free state","Adults","591036"
"Pfizer","gauteng","12-17 Years","170327"
"Pfizer","gauteng","Adults","3382589"
"Pfizer","kwazulu-natal","12-17 Years","122645"
"Pfizer","kwazulu-natal","Adults","1644468"
"Pfizer","limpopo","12-17 Years","92365"
"Pfizer","limpopo","Adults","875427"
"Pfizer","mpumalanga","12-17 Years","46840"
"Pfizer","mpumalanga","Adults","471606"
"Pfizer","northern cape","12-17 Years","12437"
"Pfizer","northern cape","Adults","193484"
"Pfizer","north west","12-17 Years","52732"
"Pfizer","north west","Adults","538520"
"Pfizer","western cape","12-17 Years","52773"
"Pfizer","western cape","Adults","1860606"
