"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","203","0","208","411"
"Janssen Vaccines & Prevention B.V","free state","Adults","15","0","23","38"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","371","0","222","593"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","160","0","83","243"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","103","0","202","305"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","92","0","134","226"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","27","0","7","34"
"Janssen Vaccines & Prevention B.V","north west","Adults","77","0","145","222"
"Janssen Vaccines & Prevention B.V","western cape","Adults","78","0","57","135"
"Pfizer","eastern cape","12-17 Years","109","62","0","171"
"Pfizer","eastern cape","Adults","282","321","409","1012"
"Pfizer","free state","12-17 Years","12","40","0","52"
"Pfizer","free state","Adults","44","40","47","131"
"Pfizer","gauteng","12-17 Years","45","59","0","104"
"Pfizer","gauteng","Adults","274","284","386","944"
"Pfizer","kwazulu-natal","12-17 Years","23","28","0","51"
"Pfizer","kwazulu-natal","Adults","110","123","90","323"
"Pfizer","limpopo","12-17 Years","95","11","0","106"
"Pfizer","limpopo","Adults","84","116","151","351"
"Pfizer","mpumalanga","12-17 Years","28","32","0","60"
"Pfizer","mpumalanga","Adults","47","82","62","191"
"Pfizer","northern cape","12-17 Years","96","14","0","110"
"Pfizer","northern cape","Adults","38","39","22","99"
"Pfizer","north west","12-17 Years","12","13","0","25"
"Pfizer","north west","Adults","47","72","102","221"
"Pfizer","western cape","12-17 Years","20","4","0","24"
"Pfizer","western cape","Adults","103","105","105","313"
