"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","203"
"Janssen Vaccines & Prevention B.V","free state","Adults","15"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","371"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","160"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","103"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","92"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","27"
"Janssen Vaccines & Prevention B.V","north west","Adults","77"
"Janssen Vaccines & Prevention B.V","western cape","Adults","78"
"Pfizer","eastern cape","12-17 Years","62"
"Pfizer","eastern cape","Adults","321"
"Pfizer","free state","12-17 Years","40"
"Pfizer","free state","Adults","40"
"Pfizer","gauteng","12-17 Years","59"
"Pfizer","gauteng","Adults","284"
"Pfizer","kwazulu-natal","12-17 Years","28"
"Pfizer","kwazulu-natal","Adults","123"
"Pfizer","limpopo","12-17 Years","11"
"Pfizer","limpopo","Adults","116"
"Pfizer","mpumalanga","12-17 Years","32"
"Pfizer","mpumalanga","Adults","82"
"Pfizer","northern cape","12-17 Years","14"
"Pfizer","northern cape","Adults","39"
"Pfizer","north west","12-17 Years","13"
"Pfizer","north west","Adults","72"
"Pfizer","western cape","12-17 Years","4"
"Pfizer","western cape","Adults","105"
