"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","404"
"Janssen Vaccines & Prevention B.V","free state","Adults","196"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1025"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","657"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","460"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","733"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","94"
"Janssen Vaccines & Prevention B.V","north west","Adults","236"
"Janssen Vaccines & Prevention B.V","western cape","Adults","226"
"Pfizer","eastern cape","12-17 Years","764"
"Pfizer","eastern cape","Adults","615"
"Pfizer","free state","12-17 Years","176"
"Pfizer","free state","Adults","309"
"Pfizer","gauteng","12-17 Years","573"
"Pfizer","gauteng","Adults","1337"
"Pfizer","kwazulu-natal","12-17 Years","494"
"Pfizer","kwazulu-natal","Adults","955"
"Pfizer","limpopo","12-17 Years","471"
"Pfizer","limpopo","Adults","487"
"Pfizer","mpumalanga","12-17 Years","337"
"Pfizer","mpumalanga","Adults","335"
"Pfizer","northern cape","12-17 Years","130"
"Pfizer","northern cape","Adults","109"
"Pfizer","north west","12-17 Years","204"
"Pfizer","north west","Adults","243"
"Pfizer","western cape","12-17 Years","84"
"Pfizer","western cape","Adults","379"
