"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","404","0","733","1137"
"Janssen Vaccines & Prevention B.V","free state","Adults","196","0","469","665"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1025","0","660","1685"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","657","0","679","1336"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","460","0","762","1222"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","733","0","675","1408"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","94","0","196","290"
"Janssen Vaccines & Prevention B.V","north west","Adults","236","0","502","738"
"Janssen Vaccines & Prevention B.V","western cape","Adults","226","0","245","471"
"Pfizer","eastern cape","12-17 Years","624","764","0","1388"
"Pfizer","eastern cape","Adults","474","615","1138","2227"
"Pfizer","free state","12-17 Years","162","176","0","338"
"Pfizer","free state","Adults","188","309","529","1026"
"Pfizer","gauteng","12-17 Years","549","573","0","1122"
"Pfizer","gauteng","Adults","1105","1337","1522","3964"
"Pfizer","kwazulu-natal","12-17 Years","440","494","0","934"
"Pfizer","kwazulu-natal","Adults","884","955","988","2827"
"Pfizer","limpopo","12-17 Years","1505","471","0","1976"
"Pfizer","limpopo","Adults","361","487","882","1730"
"Pfizer","mpumalanga","12-17 Years","560","337","0","897"
"Pfizer","mpumalanga","Adults","276","335","398","1009"
"Pfizer","northern cape","12-17 Years","128","130","0","258"
"Pfizer","northern cape","Adults","131","109","191","431"
"Pfizer","north west","12-17 Years","121","204","0","325"
"Pfizer","north west","Adults","125","243","311","679"
"Pfizer","western cape","12-17 Years","67","84","0","151"
"Pfizer","western cape","Adults","282","379","756","1417"
