"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","154","36","190"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14426","5568","19994"
"National","eastern cape","Amathole DM","Public Health","Male","12404","4566","16970"
"National","eastern cape","A Nzo DM","Public Health","Female","32710","17656","50366"
"National","eastern cape","A Nzo DM","Public Health","Male","29058","13786","42844"
"National","eastern cape","Buffalo City MM","Private Health","Female","2772","1131","3903"
"National","eastern cape","Buffalo City MM","Private Health","Male","2268","872","3140"
"National","eastern cape","Buffalo City MM","Public Health","Female","16385","9506","25891"
"National","eastern cape","Buffalo City MM","Public Health","Male","13031","6723","19754"
"National","eastern cape","C Hani DM","Private Health","Female","218","105","323"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13622","3584","17206"
"National","eastern cape","C Hani DM","Public Health","Male","10988","2619","13607"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","643","358","1001"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","483","215","698"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7758","2701","10459"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6918","2179","9097"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3985","2010","5995"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3617","1687","5304"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15674","6457","22131"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12219","4585","16804"
"National","eastern cape","O Tambo DM","Private Health","Female","300","116","416"
"National","eastern cape","O Tambo DM","Private Health","Male","241","111","352"
"National","eastern cape","O Tambo DM","Public Health","Female","43446","17064","60510"
"National","eastern cape","O Tambo DM","Public Health","Male","36646","12822","49468"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1538","1063","2601"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1334","803","2137"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9525","5338","14863"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8008","3994","12002"
"National","free state","Fezile Dabi DM","Private Health","Female","469","339","808"
"National","free state","Fezile Dabi DM","Private Health","Male","440","277","717"
"National","free state","Fezile Dabi DM","Public Health","Female","13018","4990","18008"
"National","free state","Fezile Dabi DM","Public Health","Male","10706","3628","14334"
"National","free state","Lejweleputswa DM","Private Health","Female","3684","1418","5102"
"National","free state","Lejweleputswa DM","Private Health","Male","2948","1075","4023"
"National","free state","Lejweleputswa DM","Public Health","Female","13886","5236","19122"
"National","free state","Lejweleputswa DM","Public Health","Male","11919","3703","15622"
"National","free state","Mangaung MM","Private Health","Female","2924","1994","4918"
"National","free state","Mangaung MM","Private Health","Male","2417","1524","3941"
"National","free state","Mangaung MM","Public Health","Female","23121","13746","36867"
"National","free state","Mangaung MM","Public Health","Male","20682","11131","31813"
"National","free state","T Mofutsanyana DM","Private Health","Female","1803","1108","2911"
"National","free state","T Mofutsanyana DM","Private Health","Male","1556","900","2456"
"National","free state","T Mofutsanyana DM","Public Health","Female","26446","15284","41730"
"National","free state","T Mofutsanyana DM","Public Health","Male","22759","11567","34326"
"National","free state","Xhariep DM","Public Health","Female","4193","1183","5376"
"National","free state","Xhariep DM","Public Health","Male","3439","810","4249"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10598","6464","17062"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9766","5531","15297"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40302","15180","55482"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32012","11137","43149"
"National","gauteng","Johannesburg MM","Private Health","Female","24893","13468","38361"
"National","gauteng","Johannesburg MM","Private Health","Male","22770","11746","34516"
"National","gauteng","Johannesburg MM","Public Health","Female","45681","16684","62365"
"National","gauteng","Johannesburg MM","Public Health","Male","37102","13095","50197"
"National","gauteng","Sedibeng DM","Private Health","Female","1556","990","2546"
"National","gauteng","Sedibeng DM","Private Health","Male","1386","668","2054"
"National","gauteng","Sedibeng DM","Public Health","Female","13558","5804","19362"
"National","gauteng","Sedibeng DM","Public Health","Male","10716","4492","15208"
"National","gauteng","Tshwane MM","Private Health","Female","11213","6472","17685"
"National","gauteng","Tshwane MM","Private Health","Male","10716","5901","16617"
"National","gauteng","Tshwane MM","Public Health","Female","39542","18551","58093"
"National","gauteng","Tshwane MM","Public Health","Male","30689","13101","43790"
"National","gauteng","West Rand DM","Private Health","Female","2133","1478","3611"
"National","gauteng","West Rand DM","Private Health","Male","1779","1204","2983"
"National","gauteng","West Rand DM","Public Health","Female","17241","8736","25977"
"National","gauteng","West Rand DM","Public Health","Male","14132","6553","20685"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","208","70","278"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","177","53","230"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6441","2797","9238"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4177","1746","5923"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11514","6795","18309"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10756","6040","16796"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14351","5533","19884"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11686","4428","16114"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","344","157","501"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","334","131","465"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12822","7687","20509"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10050","5586","15636"
"National","kwazulu-natal","iLembe DM","Private Health","Female","526","322","848"
"National","kwazulu-natal","iLembe DM","Private Health","Male","471","273","744"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8201","4080","12281"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4856","2188","7044"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","320","127","447"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","301","90","391"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12153","4982","17135"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7930","3044","10974"
"National","kwazulu-natal","Ugu DM","Private Health","Female","876","543","1419"
"National","kwazulu-natal","Ugu DM","Private Health","Male","699","411","1110"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12166","5072","17238"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7887","2743","10630"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1576","816","2392"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1460","741","2201"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12438","4972","17410"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8711","3090","11801"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","23","6","29"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20155","10217","30372"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12773","5383","18156"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","56","18","74"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","32","13","45"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14624","6274","20898"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9030","3426","12456"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","273","117","390"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","180","75","255"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","14957","6764","21721"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10150","3984","14134"
"National","kwazulu-natal","Zululand DM","Private Health","Female","57","7","64"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23696","12642","36338"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17069","8032","25101"
"National","limpopo","Capricorn DM","Private Health","Female","2536","1366","3902"
"National","limpopo","Capricorn DM","Private Health","Male","2070","1020","3090"
"National","limpopo","Capricorn DM","Public Health","Female","34931","14289","49220"
"National","limpopo","Capricorn DM","Public Health","Male","29996","10855","40851"
"National","limpopo","Mopani DM","Private Health","Female","942","469","1411"
"National","limpopo","Mopani DM","Private Health","Male","832","398","1230"
"National","limpopo","Mopani DM","Public Health","Female","36175","12579","48754"
"National","limpopo","Mopani DM","Public Health","Male","29779","9076","38855"
"National","limpopo","Sekhukhune DM","Private Health","Female","893","472","1365"
"National","limpopo","Sekhukhune DM","Private Health","Male","889","372","1261"
"National","limpopo","Sekhukhune DM","Public Health","Female","25349","9540","34889"
