"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","865787","0","157597","1023384"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465440","0","96362","561802"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1441558","0","217649","1659207"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1167214","0","186599","1353813"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1058744","0","162530","1221274"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","819595","0","134645","954240"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","209093","0","35970","245063"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","697052","0","119461","816513"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","665739","0","114620","780359"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137622","0","65389","203011"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94510","0","40023","134533"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34194","0","17016","51210"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21989","0","7152","29141"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23484","0","8966","32450"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94622","0","61527","156149"
"Pfizer","National","eastern cape","Adults","1375102","1156389","264464","2795955"
"Pfizer","National","eastern cape","12-17 Years","300617","127746","0","428363"
"Pfizer","National","free state","12-17 Years","166410","79913","0","246323"
"Pfizer","National","free state","Adults","688918","604636","146941","1440495"
"Pfizer","National","gauteng","12-17 Years","377785","167255","29","545069"
"Pfizer","National","gauteng","Adults","3965269","3435050","698753","8099072"
"Pfizer","National","kwazulu-natal","Adults","2020066","1679690","342722","4042478"
"Pfizer","National","kwazulu-natal","12-17 Years","286572","131484","13","418069"
"Pfizer","National","limpopo","Adults","1069100","894876","184024","2148000"
"Pfizer","National","limpopo","12-17 Years","290241","102041","2","392284"
"Pfizer","National","mpumalanga","12-17 Years","147012","55993","3","203008"
"Pfizer","National","mpumalanga","Adults","589939","485132","111219","1186290"
"Pfizer","National","northern cape","12-17 Years","37359","15971","0","53330"
"Pfizer","National","northern cape","Adults","231269","197226","37963","466458"
"Pfizer","National","north west","12-17 Years","147624","52304","4","199932"
"Pfizer","National","north west","Adults","635635","548016","116976","1300627"
"Pfizer","National","western cape","12-17 Years","128559","54503","3","183065"
"Pfizer","National","western cape","Adults","2141927","1880047","498687","4520661"
