"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","889578"
"Janssen Vaccines & Prevention B.V","free state","Adults","474021"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1478803"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1190352"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1050096"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","784217"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","208838"
"Janssen Vaccines & Prevention B.V","north west","Adults","695549"
"Janssen Vaccines & Prevention B.V","western cape","Adults","731301"
"Pfizer","eastern cape","12-17 Years","55794"
"Pfizer","eastern cape","Adults","1082654"
"Pfizer","free state","12-17 Years","59939"
"Pfizer","free state","Adults","568729"
"Pfizer","gauteng","12-17 Years","136306"
"Pfizer","gauteng","Adults","3280857"
"Pfizer","kwazulu-natal","12-17 Years","73836"
"Pfizer","kwazulu-natal","Adults","1568694"
"Pfizer","limpopo","12-17 Years","63323"
"Pfizer","limpopo","Adults","845833"
"Pfizer","mpumalanga","12-17 Years","30719"
"Pfizer","mpumalanga","Adults","449319"
"Pfizer","northern cape","12-17 Years","7579"
"Pfizer","northern cape","Adults","185464"
"Pfizer","north west","12-17 Years","40008"
"Pfizer","north west","Adults","520073"
"Pfizer","western cape","12-17 Years","48178"
"Pfizer","western cape","Adults","1824137"
