"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","103230"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","120144"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72275"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107848"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51510"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","166295"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212662"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","91026"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81388"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76132"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153715"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144867"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33448"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","329781"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","563427"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102953"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","470075"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108226"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80243"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","346940"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58842"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","64148"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102931"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67843"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","142308"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102927"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97676"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97151"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98959"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275722"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245921"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187422"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","245506"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","137123"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","417619"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189786"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232937"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","72023"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41960"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16385"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28296"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59645"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","298237"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109503"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201331"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110633"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","435901"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121760"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6841"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78268"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47555"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68756"
"Pfizer","eastern cape","Amathole DM","12-17 Years","10220"
"Pfizer","eastern cape","Amathole DM","Adults","149150"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","31107"
"Pfizer","eastern cape","A Nzo DM","Adults","105000"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","18263"
