"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14513","5590","20103"
"National","eastern cape","Amathole DM","Public Health","Male","12459","4576","17035"
"National","eastern cape","A Nzo DM","Public Health","Female","32778","17490","50268"
"National","eastern cape","A Nzo DM","Public Health","Male","29059","13617","42676"
"National","eastern cape","Buffalo City MM","Private Health","Female","2799","1144","3943"
"National","eastern cape","Buffalo City MM","Private Health","Male","2283","883","3166"
"National","eastern cape","Buffalo City MM","Public Health","Female","16462","9526","25988"
"National","eastern cape","Buffalo City MM","Public Health","Male","13044","6710","19754"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","154","74","228"
"National","eastern cape","C Hani DM","Public Health","Female","13726","3597","17323"
"National","eastern cape","C Hani DM","Public Health","Male","11057","2626","13683"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","648","360","1008"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","487","215","702"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7803","2712","10515"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6970","2187","9157"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4017","2022","6039"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3646","1699","5345"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15784","6489","22273"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12283","4603","16886"
"National","eastern cape","O Tambo DM","Private Health","Female","306","119","425"
"National","eastern cape","O Tambo DM","Private Health","Male","244","112","356"
"National","eastern cape","O Tambo DM","Public Health","Female","43664","17086","60750"
"National","eastern cape","O Tambo DM","Public Health","Male","36730","12812","49542"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1555","1070","2625"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1347","807","2154"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9565","5357","14922"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8037","3994","12031"
"National","free state","Fezile Dabi DM","Private Health","Female","470","339","809"
"National","free state","Fezile Dabi DM","Private Health","Male","445","280","725"
"National","free state","Fezile Dabi DM","Public Health","Female","13095","5002","18097"
"National","free state","Fezile Dabi DM","Public Health","Male","10736","3634","14370"
"National","free state","Lejweleputswa DM","Private Health","Female","3720","1432","5152"
"National","free state","Lejweleputswa DM","Private Health","Male","2977","1082","4059"
"National","free state","Lejweleputswa DM","Public Health","Female","13972","5263","19235"
"National","free state","Lejweleputswa DM","Public Health","Male","11990","3723","15713"
"National","free state","Mangaung MM","Private Health","Female","2952","1916","4868"
"National","free state","Mangaung MM","Private Health","Male","2431","1463","3894"
"National","free state","Mangaung MM","Public Health","Female","23288","13810","37098"
"National","free state","Mangaung MM","Public Health","Male","20813","11168","31981"
"National","free state","T Mofutsanyana DM","Private Health","Female","1827","1112","2939"
"National","free state","T Mofutsanyana DM","Private Health","Male","1570","907","2477"
"National","free state","T Mofutsanyana DM","Public Health","Female","26621","15367","41988"
"National","free state","T Mofutsanyana DM","Public Health","Male","22906","11615","34521"
"National","free state","Xhariep DM","Public Health","Female","4226","1190","5416"
"National","free state","Xhariep DM","Public Health","Male","3462","814","4276"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10671","6503","17174"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9831","5561","15392"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40488","15218","55706"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32105","11157","43262"
"National","gauteng","Johannesburg MM","Private Health","Female","25074","13560","38634"
"National","gauteng","Johannesburg MM","Private Health","Male","22912","11822","34734"
"National","gauteng","Johannesburg MM","Public Health","Female","45950","16727","62677"
"National","gauteng","Johannesburg MM","Public Health","Male","37264","13105","50369"
"National","gauteng","Sedibeng DM","Private Health","Female","1568","998","2566"
"National","gauteng","Sedibeng DM","Private Health","Male","1400","676","2076"
"National","gauteng","Sedibeng DM","Public Health","Female","13631","5842","19473"
"National","gauteng","Sedibeng DM","Public Health","Male","10778","4509","15287"
"National","gauteng","Tshwane MM","Private Health","Female","11314","6523","17837"
"National","gauteng","Tshwane MM","Private Health","Male","10790","5929","16719"
"National","gauteng","Tshwane MM","Public Health","Female","39767","18612","58379"
"National","gauteng","Tshwane MM","Public Health","Male","30833","13100","43933"
"National","gauteng","West Rand DM","Private Health","Female","2151","1486","3637"
"National","gauteng","West Rand DM","Private Health","Male","1793","1214","3007"
"National","gauteng","West Rand DM","Public Health","Female","17340","8779","26119"
"National","gauteng","West Rand DM","Public Health","Male","14197","6561","20758"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","179","55","234"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6476","2810","9286"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4186","1744","5930"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11627","6835","18462"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10849","6074","16923"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14373","5542","19915"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11748","4448","16196"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","347","159","506"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","338","132","470"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12887","7725","20612"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10095","5601","15696"
"National","kwazulu-natal","iLembe DM","Private Health","Female","535","326","861"
"National","kwazulu-natal","iLembe DM","Private Health","Male","476","275","751"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8248","4105","12353"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4874","2200","7074"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","326","130","456"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","302","91","393"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12254","5010","17264"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7968","3057","11025"
"National","kwazulu-natal","Ugu DM","Private Health","Female","884","549","1433"
"National","kwazulu-natal","Ugu DM","Private Health","Male","706","415","1121"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12262","5112","17374"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7929","2758","10687"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1588","824","2412"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1476","752","2228"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12522","4991","17513"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8744","3081","11825"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","23","6","29"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20294","10267","30561"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12862","5396","18258"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14720","6309","21029"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9079","3439","12518"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","276","117","393"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","75","256"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15089","6815","21904"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10206","4008","14214"
"National","kwazulu-natal","Zululand DM","Private Health","Female","59","7","66"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23872","12729","36601"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17190","8073","25263"
"National","limpopo","Capricorn DM","Private Health","Female","2553","1373","3926"
"National","limpopo","Capricorn DM","Private Health","Male","2094","1032","3126"
"National","limpopo","Capricorn DM","Public Health","Female","34982","14314","49296"
"National","limpopo","Capricorn DM","Public Health","Male","30038","10860","40898"
"National","limpopo","Mopani DM","Private Health","Female","949","471","1420"
"National","limpopo","Mopani DM","Private Health","Male","834","398","1232"
"National","limpopo","Mopani DM","Public Health","Female","36341","12595","48936"
"National","limpopo","Mopani DM","Public Health","Male","29897","9081","38978"
"National","limpopo","Sekhukhune DM","Private Health","Female","886","467","1353"
"National","limpopo","Sekhukhune DM","Private Health","Male","893","366","1259"
"National","limpopo","Sekhukhune DM","Public Health","Female","25431","9564","34995"
"National","limpopo","Sekhukhune DM","Public Health","Male","24935","8072","33007"
"National","limpopo","Vhembe DM","Private Health","Female","5801","2464","8265"
"National","limpopo","Vhembe DM","Private Health","Male","4004","1451","5455"
"National","limpopo","Vhembe DM","Public Health","Female","32227","10222","42449"
"National","limpopo","Vhembe DM","Public Health","Male","26828","7313","34141"
"National","limpopo","Waterberg DM","Private Health","Female","1226","506","1732"
"National","limpopo","Waterberg DM","Private Health","Male","1118","433","1551"
"National","limpopo","Waterberg DM","Public Health","Female","16510","6518","23028"
"National","limpopo","Waterberg DM","Public Health","Male","13748","4757","18505"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","1986","933","2919"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1702","829","2531"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","46001","19173","65174"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35138","12444","47582"
"National","mpumalanga","G Sibande DM","Private Health","Female","689","263","952"
"National","mpumalanga","G Sibande DM","Private Health","Male","589","246","835"
"National","mpumalanga","G Sibande DM","Public Health","Female","15322","6014","21336"
"National","mpumalanga","G Sibande DM","Public Health","Male","11823","4080","15903"
"National","mpumalanga","Nkangala DM","Private Health","Female","1046","438","1484"
"National","mpumalanga","Nkangala DM","Private Health","Male","1002","394","1396"
"National","mpumalanga","Nkangala DM","Public Health","Female","15930","6137","22067"
"National","mpumalanga","Nkangala DM","Public Health","Male","16555","5119","21674"
"National","northern cape","Frances Baard DM","Private Health","Female","1221","617","1838"
"National","northern cape","Frances Baard DM","Private Health","Male","1164","502","1666"
"National","northern cape","Frances Baard DM","Public Health","Female","6369","3093","9462"
"National","northern cape","Frances Baard DM","Public Health","Male","5131","2303","7434"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","313","195","508"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","268","141","409"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3457","1287","4744"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2656","951","3607"
"National","northern cape","Namakwa DM","Private Health","Female","167","98","265"
"National","northern cape","Namakwa DM","Private Health","Male","152","71","223"
"National","northern cape","Namakwa DM","Public Health","Female","1541","568","2109"
"National","northern cape","Namakwa DM","Public Health","Male","1218","431","1649"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3578","1590","5168"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2739","1140","3879"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","313","108","421"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","260","76","336"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3713","1598","5311"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2925","1115","4040"
"National","north west","Bojanala Platinum DM","Private Health","Female","2424","1165","3589"
"National","north west","Bojanala Platinum DM","Private Health","Male","2195","956","3151"
"National","north west","Bojanala Platinum DM","Public Health","Female","29737","12364","42101"
"National","north west","Bojanala Platinum DM","Public Health","Male","24520","9066","33586"
"National","north west","Dr K Kaunda DM","Private Health","Female","1335","654","1989"
"National","north west","Dr K Kaunda DM","Private Health","Male","1138","526","1664"
"National","north west","Dr K Kaunda DM","Public Health","Female","12520","4402","16922"
