"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10325","5060","15385"
"National","eastern cape","Private Health","Male","8729","3945","12674"
"National","eastern cape","Public Health","Female","147767","57443","205210"
"National","eastern cape","Public Health","Male","121781","41349","163130"
"National","free state","Private Health","Female","9156","4609","13765"
"National","free state","Private Health","Male","7559","3557","11116"
"National","free state","Public Health","Female","83614","40763","124377"
"National","free state","Public Health","Male","71526","30693","102219"
"National","gauteng","Private Health","Female","53161","30278","83439"
"National","gauteng","Private Health","Male","48848","25993","74841"
"National","gauteng","Public Health","Female","161893","65871","227764"
"National","gauteng","Public Health","Male","128034","48450","176484"
"National","kwazulu-natal","Private Health","Female","16893","9592","26485"
"National","kwazulu-natal","Private Health","Male","15347","8230","23577"
"National","kwazulu-natal","Public Health","Female","157758","70838","228596"
"National","kwazulu-natal","Public Health","Male","107499","42908","150407"
"National","limpopo","Private Health","Female","11802","5227","17029"
"National","limpopo","Private Health","Male","9191","3670","12861"
"National","limpopo","Public Health","Female","144103","49968","194071"
"National","limpopo","Public Health","Male","124475","37362","161837"
"National","mpumalanga","Private Health","Female","3952","1709","5661"
"National","mpumalanga","Private Health","Male","3442","1524","4966"
"National","mpumalanga","Public Health","Female","77014","27353","104367"
"National","mpumalanga","Public Health","Male","63499","18919","82418"
"National","northern cape","Private Health","Female","2128","1049","3177"
"National","northern cape","Private Health","Male","1949","813","2762"
"National","northern cape","Public Health","Female","18115","7110","25225"
"National","northern cape","Public Health","Male","14219","5199","19418"
"National","north west","Private Health","Female","5175","2412","7587"
"National","north west","Private Health","Male","4678","2035","6713"
"National","north west","Public Health","Female","78310","28005","106315"
"National","north west","Public Health","Male","64914","20377","85291"
"National","western cape","Private Health","Female","23254","12681","35935"
"National","western cape","Private Health","Male","21025","10962","31987"
"National","western cape","Public Health","Female","47914","16279","64193"
"National","western cape","Public Health","Male","40074","13361","53435"
