"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","857618","0","146024","1003642"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463121","0","90303","553424"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1411472","0","201036","1612508"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1152575","0","175625","1328200"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1046603","0","144881","1191484"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","808700","0","123271","931971"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206718","0","33772","240490"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690732","0","110168","800900"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","657117","0","109005","766122"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60868","0","24221","85089"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24395","0","12199","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137541","0","65384","202925"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94502","0","40024","134526"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21918","0","7151","29069"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23475","0","8964","32439"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1343259","1131585","238012","2712856"
"Pfizer","National","eastern cape","12-17 Years","288602","107797","0","396399"
"Pfizer","National","free state","12-17 Years","171855","79622","0","251477"
"Pfizer","National","free state","Adults","676478","595086","137907","1409471"
"Pfizer","National","gauteng","12-17 Years","391936","170592","15","562543"
"Pfizer","National","gauteng","Adults","3917981","3396617","669323","7983921"
"Pfizer","National","kwazulu-natal","Adults","1988915","1656330","329498","3974743"
"Pfizer","National","kwazulu-natal","12-17 Years","297497","131568","9","429074"
"Pfizer","National","limpopo","Adults","1045909","880561","172456","2098926"
"Pfizer","National","limpopo","12-17 Years","289571","96227","2","385800"
"Pfizer","National","mpumalanga","12-17 Years","147907","49505","0","197412"
"Pfizer","National","mpumalanga","Adults","576158","475505","106514","1158177"
"Pfizer","National","northern cape","12-17 Years","36411","14171","0","50582"
"Pfizer","National","northern cape","Adults","227250","194390","35986","457626"
"Pfizer","National","north west","12-17 Years","153077","52829","4","205910"
"Pfizer","National","north west","Adults","624163","540446","110575","1275184"
"Pfizer","National","western cape","12-17 Years","132267","53283","2","185552"
"Pfizer","National","western cape","Adults","2123622","1865685","484245","4473552"
