"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","704"
"Janssen Vaccines & Prevention B.V","free state","Adults","435"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1359"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","687"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","825"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","907"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","100"
"Janssen Vaccines & Prevention B.V","north west","Adults","413"
"Janssen Vaccines & Prevention B.V","western cape","Adults","342"
"Pfizer","eastern cape","12-17 Years","1984"
"Pfizer","eastern cape","Adults","702"
"Pfizer","free state","12-17 Years","789"
"Pfizer","free state","Adults","497"
"Pfizer","gauteng","12-17 Years","1431"
"Pfizer","gauteng","Adults","2461"
"Pfizer","kwazulu-natal","12-17 Years","1083"
"Pfizer","kwazulu-natal","Adults","1072"
"Pfizer","limpopo","12-17 Years","811"
"Pfizer","limpopo","Adults","724"
"Pfizer","mpumalanga","12-17 Years","456"
"Pfizer","mpumalanga","Adults","364"
"Pfizer","northern cape","12-17 Years","30"
"Pfizer","northern cape","Adults","128"
"Pfizer","north west","12-17 Years","478"
"Pfizer","north west","Adults","645"
"Pfizer","western cape","12-17 Years","108"
"Pfizer","western cape","Adults","825"
