"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","857624","0","146035","1003659"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463121","0","90305","553426"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1411524","0","201069","1612593"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1152597","0","175644","1328241"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1046618","0","144884","1191502"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","808718","0","123289","932007"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206718","0","33772","240490"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690746","0","110197","800943"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","657133","0","109010","766143"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60868","0","24221","85089"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24395","0","12199","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137541","0","65384","202925"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94503","0","40024","134527"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21918","0","7151","29069"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23475","0","8964","32439"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1343392","1131636","238041","2713069"
"Pfizer","National","eastern cape","12-17 Years","288511","107779","0","396290"
"Pfizer","National","free state","12-17 Years","171792","79599","0","251391"
"Pfizer","National","free state","Adults","676544","595112","137907","1409563"
"Pfizer","National","gauteng","12-17 Years","391777","170541","15","562333"
"Pfizer","National","gauteng","Adults","3918279","3396837","669443","7984559"
"Pfizer","National","kwazulu-natal","Adults","1989132","1656461","329531","3975124"
"Pfizer","National","kwazulu-natal","12-17 Years","297342","131512","9","428863"
"Pfizer","National","limpopo","Adults","1046045","880613","172461","2099119"
"Pfizer","National","limpopo","12-17 Years","289454","96185","2","385641"
"Pfizer","National","mpumalanga","12-17 Years","147851","49504","0","197355"
"Pfizer","National","mpumalanga","Adults","576232","475537","106522","1158291"
"Pfizer","National","northern cape","12-17 Years","36401","14168","0","50569"
"Pfizer","National","northern cape","Adults","227281","194397","35988","457666"
"Pfizer","National","north west","12-17 Years","153009","52831","4","205844"
"Pfizer","National","north west","Adults","624251","540491","110593","1275335"
"Pfizer","National","western cape","12-17 Years","132189","53257","2","185448"
"Pfizer","National","western cape","Adults","2123714","1865733","484298","4473745"
