"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","154","36","190"
"National","eastern cape","Amathole DM","Private Health","Male","92","18","110"
"National","eastern cape","Amathole DM","Public Health","Female","14373","5559","19932"
"National","eastern cape","Amathole DM","Public Health","Male","12366","4562","16928"
"National","eastern cape","A Nzo DM","Public Health","Female","32584","17606","50190"
"National","eastern cape","A Nzo DM","Public Health","Male","28932","13752","42684"
"National","eastern cape","Buffalo City MM","Private Health","Female","2755","1130","3885"
"National","eastern cape","Buffalo City MM","Private Health","Male","2252","870","3122"
"National","eastern cape","Buffalo City MM","Public Health","Female","16299","9455","25754"
"National","eastern cape","Buffalo City MM","Public Health","Male","12960","6708","19668"
"National","eastern cape","C Hani DM","Private Health","Female","216","104","320"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13548","3568","17116"
"National","eastern cape","C Hani DM","Public Health","Male","10926","2612","13538"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","640","357","997"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","479","215","694"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7728","2694","10422"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6882","2174","9056"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3958","1998","5956"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3590","1675","5265"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15599","6430","22029"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12174","4573","16747"
"National","eastern cape","O Tambo DM","Private Health","Female","300","115","415"
"National","eastern cape","O Tambo DM","Private Health","Male","237","111","348"
"National","eastern cape","O Tambo DM","Public Health","Female","43308","17035","60343"
"National","eastern cape","O Tambo DM","Public Health","Male","36514","12781","49295"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1525","1057","2582"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1332","800","2132"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9485","5316","14801"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","7981","3981","11962"
"National","free state","Fezile Dabi DM","Private Health","Female","467","338","805"
"National","free state","Fezile Dabi DM","Private Health","Male","434","274","708"
"National","free state","Fezile Dabi DM","Public Health","Female","12955","4974","17929"
"National","free state","Fezile Dabi DM","Public Health","Male","10651","3610","14261"
"National","free state","Lejweleputswa DM","Private Health","Female","3656","1412","5068"
"National","free state","Lejweleputswa DM","Private Health","Male","2932","1069","4001"
"National","free state","Lejweleputswa DM","Public Health","Female","13835","5215","19050"
"National","free state","Lejweleputswa DM","Public Health","Male","11884","3698","15582"
"National","free state","Mangaung MM","Private Health","Female","2908","1987","4895"
"National","free state","Mangaung MM","Private Health","Male","2396","1513","3909"
"National","free state","Mangaung MM","Public Health","Female","23004","13701","36705"
"National","free state","Mangaung MM","Public Health","Male","20606","11096","31702"
"National","free state","T Mofutsanyana DM","Private Health","Female","1791","1099","2890"
"National","free state","T Mofutsanyana DM","Private Health","Male","1550","897","2447"
"National","free state","T Mofutsanyana DM","Public Health","Female","26323","15241","41564"
"National","free state","T Mofutsanyana DM","Public Health","Male","22644","11538","34182"
"National","free state","Xhariep DM","Public Health","Female","4166","1179","5345"
"National","free state","Xhariep DM","Public Health","Male","3422","803","4225"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10516","6421","16937"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9720","5515","15235"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40107","15129","55236"
"National","gauteng","Ekurhuleni MM","Public Health","Male","31888","11117","43005"
"National","gauteng","Johannesburg MM","Private Health","Female","24746","13405","38151"
"National","gauteng","Johannesburg MM","Private Health","Male","22655","11692","34347"
"National","gauteng","Johannesburg MM","Public Health","Female","45514","16652","62166"
"National","gauteng","Johannesburg MM","Public Health","Male","36977","13068","50045"
"National","gauteng","Sedibeng DM","Private Health","Female","1550","982","2532"
"National","gauteng","Sedibeng DM","Private Health","Male","1376","667","2043"
"National","gauteng","Sedibeng DM","Public Health","Female","13489","5774","19263"
"National","gauteng","Sedibeng DM","Public Health","Male","10672","4479","15151"
"National","gauteng","Tshwane MM","Private Health","Female","11144","6447","17591"
"National","gauteng","Tshwane MM","Private Health","Male","10647","5868","16515"
"National","gauteng","Tshwane MM","Public Health","Female","39360","18484","57844"
"National","gauteng","Tshwane MM","Public Health","Male","30570","13088","43658"
"National","gauteng","West Rand DM","Private Health","Female","2123","1473","3596"
"National","gauteng","West Rand DM","Private Health","Male","1771","1200","2971"
"National","gauteng","West Rand DM","Public Health","Female","17155","8700","25855"
"National","gauteng","West Rand DM","Public Health","Male","14063","6530","20593"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","206","70","276"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","177","53","230"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6400","2781","9181"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4158","1736","5894"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11441","6754","18195"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10698","6007","16705"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14290","5510","19800"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11635","4418","16053"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","340","156","496"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","332","130","462"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12768","7663","20431"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10015","5571","15586"
"National","kwazulu-natal","iLembe DM","Private Health","Female","524","316","840"
"National","kwazulu-natal","iLembe DM","Private Health","Male","469","274","743"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8154","4053","12207"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4823","2178","7001"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","317","127","444"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","300","88","388"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12112","4963","17075"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7905","3034","10939"
"National","kwazulu-natal","Ugu DM","Private Health","Female","868","539","1407"
"National","kwazulu-natal","Ugu DM","Private Health","Male","694","409","1103"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12121","5054","17175"
