"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","866074","0","157987","1024061"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465517","0","96542","562059"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1443184","0","218488","1661672"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1167936","0","187047","1354983"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1059099","0","162919","1222018"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","820102","0","135225","955327"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","209185","0","36085","245270"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","697427","0","120044","817471"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","666245","0","115029","781274"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137625","0","65389","203014"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94511","0","40023","134534"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34195","0","17016","51211"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21990","0","7152","29142"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23485","0","8966","32451"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94622","0","61527","156149"
"Pfizer","National","eastern cape","Adults","1377117","1157268","265468","2799853"
"Pfizer","National","eastern cape","12-17 Years","299342","127365","0","426707"
"Pfizer","National","free state","12-17 Years","165624","79644","0","245268"
"Pfizer","National","free state","Adults","689829","605039","147171","1442039"
"Pfizer","National","gauteng","12-17 Years","376043","166691","29","542763"
"Pfizer","National","gauteng","Adults","3968944","3437204","700336","8106484"
"Pfizer","National","kwazulu-natal","Adults","2021936","1680724","343170","4045830"
"Pfizer","National","kwazulu-natal","12-17 Years","285217","130957","13","416187"
"Pfizer","National","limpopo","Adults","1070730","895448","184397","2150575"
"Pfizer","National","limpopo","12-17 Years","289102","101735","2","390839"
"Pfizer","National","mpumalanga","12-17 Years","146345","55889","3","202237"
"Pfizer","National","mpumalanga","Adults","590825","485517","111473","1187815"
"Pfizer","National","northern cape","12-17 Years","37222","15927","0","53149"
"Pfizer","National","northern cape","Adults","231523","197329","38021","466873"
"Pfizer","National","north west","12-17 Years","147036","52168","4","199208"
"Pfizer","National","north west","Adults","636648","548510","117359","1302517"
"Pfizer","National","western cape","12-17 Years","127790","54235","3","182028"
"Pfizer","National","western cape","Adults","2143320","1880845","499750","4523915"
