"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","84"
"Janssen Vaccines & Prevention B.V","free state","Adults","35"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","298"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","171"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","177"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","142"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","24"
"Janssen Vaccines & Prevention B.V","north west","Adults","47"
"Janssen Vaccines & Prevention B.V","western cape","Adults","89"
"Pfizer","eastern cape","12-17 Years","61"
"Pfizer","eastern cape","Adults","322"
"Pfizer","free state","12-17 Years","11"
"Pfizer","free state","Adults","58"
"Pfizer","gauteng","12-17 Years","36"
"Pfizer","gauteng","Adults","273"
"Pfizer","kwazulu-natal","12-17 Years","25"
"Pfizer","kwazulu-natal","Adults","138"
"Pfizer","limpopo","12-17 Years","41"
"Pfizer","limpopo","Adults","147"
"Pfizer","mpumalanga","12-17 Years","41"
"Pfizer","mpumalanga","Adults","128"
"Pfizer","northern cape","12-17 Years","2"
"Pfizer","northern cape","Adults","21"
"Pfizer","north west","12-17 Years","9"
"Pfizer","north west","Adults","32"
"Pfizer","western cape","12-17 Years","4"
"Pfizer","western cape","Adults","77"
