"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","152","37","189"
"National","eastern cape","Amathole DM","Private Health","Male","95","18","113"
"National","eastern cape","Amathole DM","Public Health","Female","14199","5137","19336"
"National","eastern cape","Amathole DM","Public Health","Male","12083","4249","16332"
"National","eastern cape","A Nzo DM","Public Health","Female","31177","15585","46762"
"National","eastern cape","A Nzo DM","Public Health","Male","27226","11841","39067"
"National","eastern cape","Buffalo City MM","Private Health","Female","2851","1175","4026"
"National","eastern cape","Buffalo City MM","Private Health","Male","2326","897","3223"
"National","eastern cape","Buffalo City MM","Public Health","Female","16209","9298","25507"
"National","eastern cape","Buffalo City MM","Public Health","Male","12611","6403","19014"
"National","eastern cape","C Hani DM","Private Health","Female","222","106","328"
"National","eastern cape","C Hani DM","Private Health","Male","155","77","232"
"National","eastern cape","C Hani DM","Public Health","Female","13889","3623","17512"
"National","eastern cape","C Hani DM","Public Health","Male","11166","2641","13807"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","657","365","1022"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","499","218","717"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7852","2728","10580"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7027","2203","9230"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4080","2049","6129"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3690","1711","5401"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15571","6364","21935"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12143","4479","16622"
"National","eastern cape","O Tambo DM","Private Health","Female","312","121","433"
"National","eastern cape","O Tambo DM","Private Health","Male","248","112","360"
"National","eastern cape","O Tambo DM","Public Health","Female","43702","16868","60570"
"National","eastern cape","O Tambo DM","Public Health","Male","36563","12569","49132"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1576","1082","2658"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1371","821","2192"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9606","5367","14973"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8067","3986","12053"
"National","free state","Fezile Dabi DM","Private Health","Female","471","342","813"
"National","free state","Fezile Dabi DM","Private Health","Male","448","285","733"
"National","free state","Fezile Dabi DM","Public Health","Female","13228","5030","18258"
"National","free state","Fezile Dabi DM","Public Health","Male","10779","3646","14425"
"National","free state","Lejweleputswa DM","Private Health","Female","3788","1455","5243"
"National","free state","Lejweleputswa DM","Private Health","Male","3021","1094","4115"
"National","free state","Lejweleputswa DM","Public Health","Female","14093","5303","19396"
"National","free state","Lejweleputswa DM","Public Health","Male","12084","3738","15822"
"National","free state","Mangaung MM","Private Health","Female","2965","1905","4870"
"National","free state","Mangaung MM","Private Health","Male","2441","1444","3885"
"National","free state","Mangaung MM","Public Health","Female","23500","13884","37384"
"National","free state","Mangaung MM","Public Health","Male","20982","11191","32173"
"National","free state","T Mofutsanyana DM","Private Health","Female","1852","1129","2981"
"National","free state","T Mofutsanyana DM","Private Health","Male","1589","918","2507"
"National","free state","T Mofutsanyana DM","Public Health","Female","26847","15429","42276"
"National","free state","T Mofutsanyana DM","Public Health","Male","23060","11606","34666"
"National","free state","Xhariep DM","Public Health","Female","4275","1196","5471"
"National","free state","Xhariep DM","Public Health","Male","3498","817","4315"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10803","6584","17387"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9977","5623","15600"
