"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","152","36","188"
"National","eastern cape","Amathole DM","Private Health","Male","95","18","113"
"National","eastern cape","Amathole DM","Public Health","Female","14223","5186","19409"
"National","eastern cape","Amathole DM","Public Health","Male","12115","4293","16408"
"National","eastern cape","A Nzo DM","Public Health","Female","31325","15790","47115"
"National","eastern cape","A Nzo DM","Public Health","Male","27363","12056","39419"
"National","eastern cape","Buffalo City MM","Private Health","Female","2849","1173","4022"
"National","eastern cape","Buffalo City MM","Private Health","Male","2319","895","3214"
"National","eastern cape","Buffalo City MM","Public Health","Female","16225","9342","25567"
"National","eastern cape","Buffalo City MM","Public Health","Male","12663","6456","19119"
"National","eastern cape","C Hani DM","Private Health","Female","221","106","327"
"National","eastern cape","C Hani DM","Private Health","Male","155","77","232"
"National","eastern cape","C Hani DM","Public Health","Female","13878","3623","17501"
"National","eastern cape","C Hani DM","Public Health","Male","11155","2637","13792"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","657","365","1022"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","499","218","717"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7870","2725","10595"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7045","2202","9247"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4075","2046","6121"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3686","1711","5397"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15553","6375","21928"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12136","4498","16634"
"National","eastern cape","O Tambo DM","Private Health","Female","311","120","431"
"National","eastern cape","O Tambo DM","Private Health","Male","247","112","359"
"National","eastern cape","O Tambo DM","Public Health","Female","43705","16883","60588"
"National","eastern cape","O Tambo DM","Public Health","Male","36611","12592","49203"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1575","1082","2657"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1371","821","2192"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9610","5385","14995"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8074","3997","12071"
"National","free state","Fezile Dabi DM","Private Health","Female","471","342","813"
"National","free state","Fezile Dabi DM","Private Health","Male","448","285","733"
"National","free state","Fezile Dabi DM","Public Health","Female","13211","5028","18239"
"National","free state","Fezile Dabi DM","Public Health","Male","10766","3642","14408"
"National","free state","Lejweleputswa DM","Private Health","Female","3780","1451","5231"
"National","free state","Lejweleputswa DM","Private Health","Male","3019","1092","4111"
"National","free state","Lejweleputswa DM","Public Health","Female","14077","5298","19375"
"National","free state","Lejweleputswa DM","Public Health","Male","12072","3735","15807"
"National","free state","Mangaung MM","Private Health","Female","2965","1906","4871"
"National","free state","Mangaung MM","Private Health","Male","2441","1446","3887"
"National","free state","Mangaung MM","Public Health","Female","23478","13880","37358"
"National","free state","Mangaung MM","Public Health","Male","20959","11192","32151"
"National","free state","T Mofutsanyana DM","Private Health","Female","1847","1125","2972"
"National","free state","T Mofutsanyana DM","Private Health","Male","1588","918","2506"
"National","free state","T Mofutsanyana DM","Public Health","Female","26841","15430","42271"
"National","free state","T Mofutsanyana DM","Public Health","Male","23059","11605","34664"
