"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102936"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119928"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72172"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107561"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51421"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165844"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212070"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90845"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81294"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76037"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153628"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144791"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33390"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","327168"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","560017"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102782"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469077"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107990"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80122"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","345152"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58790"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63897"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102870"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67805"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141651"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102773"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97594"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97035"
