"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","4"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","6"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","3"
"Janssen Vaccines & Prevention B.V","north west","Adults","7"
"Pfizer","eastern cape","Adults","2"
"Pfizer","free state","Adults","2"
"Pfizer","gauteng","12-17 Years","0"
"Pfizer","gauteng","Adults","2"
"Pfizer","kwazulu-natal","Adults","13"
"Pfizer","limpopo","12-17 Years","1"
"Pfizer","limpopo","Adults","1"
"Pfizer","mpumalanga","12-17 Years","0"
"Pfizer","north west","12-17 Years","3"
"Pfizer","north west","Adults","35"
