"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","4","0","0","4"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","6","0","2","8"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4","0","4","8"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","3","0","1","4"
"Janssen Vaccines & Prevention B.V","north west","Adults","7","0","29","36"
"Pfizer","eastern cape","Adults","0","2","1","3"
"Pfizer","free state","Adults","0","2","8","10"
"Pfizer","gauteng","12-17 Years","2","0","0","2"
"Pfizer","gauteng","Adults","2","2","1","5"
"Pfizer","kwazulu-natal","Adults","3","13","1","17"
"Pfizer","limpopo","12-17 Years","2","1","0","3"
"Pfizer","limpopo","Adults","0","1","1","2"
"Pfizer","mpumalanga","12-17 Years","1","0","0","1"
"Pfizer","north west","12-17 Years","2","3","0","5"
"Pfizer","north west","Adults","2","35","11","48"
