"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","62","0","103","165"
"Janssen Vaccines & Prevention B.V","free state","Adults","14","0","25","39"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","233","0","129","362"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","95","0","65","160"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","32","0","36","68"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","57","0","77","134"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","10","0","19","29"
"Janssen Vaccines & Prevention B.V","north west","Adults","57","0","85","142"
"Janssen Vaccines & Prevention B.V","western cape","Adults","51","0","60","111"
"Pfizer","eastern cape","12-17 Years","25","20","0","45"
"Pfizer","eastern cape","Adults","91","70","162","323"
"Pfizer","free state","12-17 Years","4","2","0","6"
"Pfizer","free state","Adults","14","9","25","48"
"Pfizer","gauteng","12-17 Years","21","31","0","52"
"Pfizer","gauteng","Adults","172","162","237","571"
"Pfizer","kwazulu-natal","12-17 Years","12","5","0","17"
"Pfizer","kwazulu-natal","Adults","53","54","68","175"
"Pfizer","limpopo","12-17 Years","10","9","0","19"
"Pfizer","limpopo","Adults","48","17","54","119"
"Pfizer","mpumalanga","12-17 Years","5","5","0","10"
"Pfizer","mpumalanga","Adults","14","19","35","68"
"Pfizer","northern cape","12-17 Years","0","2","0","2"
"Pfizer","northern cape","Adults","14","1","4","19"
"Pfizer","north west","12-17 Years","9","3","0","12"
"Pfizer","north west","Adults","52","47","40","139"
"Pfizer","western cape","12-17 Years","6","4","0","10"
"Pfizer","western cape","Adults","55","42","108","205"
