"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","free state","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","0"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","0"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","0"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","0"
"Janssen Vaccines & Prevention B.V","western cape","Adults","0"
"Pfizer","eastern cape","12-17 Years","20"
"Pfizer","eastern cape","Adults","70"
"Pfizer","free state","12-17 Years","2"
"Pfizer","free state","Adults","9"
"Pfizer","gauteng","12-17 Years","31"
"Pfizer","gauteng","Adults","162"
"Pfizer","kwazulu-natal","12-17 Years","5"
"Pfizer","kwazulu-natal","Adults","54"
"Pfizer","limpopo","12-17 Years","9"
"Pfizer","limpopo","Adults","17"
"Pfizer","mpumalanga","12-17 Years","5"
"Pfizer","mpumalanga","Adults","19"
"Pfizer","northern cape","12-17 Years","2"
"Pfizer","northern cape","Adults","1"
"Pfizer","north west","12-17 Years","3"
"Pfizer","north west","Adults","47"
"Pfizer","western cape","12-17 Years","4"
"Pfizer","western cape","Adults","42"
