"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","517","0","890","1407"
"Janssen Vaccines & Prevention B.V","free state","Adults","422","0","603","1025"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1171","0","1088","2259"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","650","0","794","1444"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","442","0","944","1386"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","837","0","752","1589"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","101","0","141","242"
"Janssen Vaccines & Prevention B.V","north west","Adults","403","0","666","1069"
"Janssen Vaccines & Prevention B.V","western cape","Adults","401","0","418","819"
"Pfizer","eastern cape","12-17 Years","774","696","0","1470"
"Pfizer","eastern cape","Adults","306","620","1452","2378"
"Pfizer","free state","12-17 Years","376","398","0","774"
"Pfizer","free state","Adults","387","511","926","1824"
"Pfizer","gauteng","12-17 Years","847","1091","0","1938"
"Pfizer","gauteng","Adults","1459","2901","3577","7937"
"Pfizer","kwazulu-natal","12-17 Years","316","613","0","929"
"Pfizer","kwazulu-natal","Adults","741","1212","1183","3136"
"Pfizer","limpopo","12-17 Years","713","494","0","1207"
"Pfizer","limpopo","Adults","299","562","1206","2067"
"Pfizer","mpumalanga","12-17 Years","862","355","0","1217"
"Pfizer","mpumalanga","Adults","324","363","593","1280"
"Pfizer","northern cape","12-17 Years","10","14","0","24"
"Pfizer","northern cape","Adults","90","124","150","364"
"Pfizer","north west","12-17 Years","357","285","0","642"
"Pfizer","north west","Adults","276","415","809","1500"
"Pfizer","western cape","12-17 Years","131","106","0","237"
"Pfizer","western cape","Adults","542","781","2148","3471"
