"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10697","4622","15319"
"National","eastern cape","Private Health","Male","8870","3499","12369"
"National","eastern cape","Public Health","Female","113652","22488","136140"
"National","eastern cape","Public Health","Male","91188","14797","105985"
"National","free state","Private Health","Female","8785","3699","12484"
"National","free state","Private Health","Male","7148","2839","9987"
"National","free state","Public Health","Female","75024","27630","102654"
"National","free state","Public Health","Male","63457","19869","83326"
"National","gauteng","Private Health","Female","54054","27209","81263"
"National","gauteng","Private Health","Male","48931","22834","71765"
"National","gauteng","Public Health","Female","143323","43161","186484"
"National","gauteng","Public Health","Male","112923","31877","144800"
"National","kwazulu-natal","Private Health","Female","17529","9052","26581"
"National","kwazulu-natal","Private Health","Male","15725","7638","23363"
"National","kwazulu-natal","Public Health","Female","115592","27846","143438"
"National","kwazulu-natal","Public Health","Male","78328","17438","95766"
"National","limpopo","Private Health","Female","10299","4230","14529"
"National","limpopo","Private Health","Male","8181","3045","11226"
"National","limpopo","Public Health","Female","110399","28412","138811"
"National","limpopo","Public Health","Male","92617","21524","114141"
"National","mpumalanga","Private Health","Female","4038","1531","5569"
"National","mpumalanga","Private Health","Male","3506","1309","4815"
"National","mpumalanga","Public Health","Female","60128","14112","74240"
"National","mpumalanga","Public Health","Male","50148","10212","60360"
"National","northern cape","Private Health","Female","2132","950","3082"
"National","northern cape","Private Health","Male","1912","694","2606"
"National","northern cape","Public Health","Female","10983","3208","14191"
"National","northern cape","Public Health","Male","8820","2430","11250"
"National","north west","Private Health","Female","5215","2181","7396"
"National","north west","Private Health","Male","4692","1845","6537"
"National","north west","Public Health","Female","70470","18098","88568"
"National","north west","Public Health","Male","58589","12976","71565"
"National","western cape","Private Health","Female","23596","11304","34900"
"National","western cape","Private Health","Male","20969","9529","30498"
"National","western cape","Public Health","Female","46584","14445","61029"
"National","western cape","Public Health","Male","38455","11747","50202"
