"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10338","5076","15414"
"National","eastern cape","Private Health","Male","8753","3952","12705"
"National","eastern cape","Public Health","Female","146513","55943","202456"
"National","eastern cape","Public Health","Male","120406","39880","160286"
"National","free state","Private Health","Female","9165","4614","13779"
"National","free state","Private Health","Male","7546","3554","11100"
"National","free state","Public Health","Female","83498","40623","124121"
"National","free state","Public Health","Male","71399","30530","101929"
"National","gauteng","Private Health","Female","53239","30284","83523"
"National","gauteng","Private Health","Male","48916","26001","74917"
"National","gauteng","Public Health","Female","162102","65779","227881"
"National","gauteng","Public Health","Male","128176","48371","176547"
"National","kwazulu-natal","Private Health","Female","16948","9616","26564"
"National","kwazulu-natal","Private Health","Male","15388","8244","23632"
"National","kwazulu-natal","Public Health","Female","157186","69671","226857"
"National","kwazulu-natal","Public Health","Male","107168","42323","149491"
"National","limpopo","Private Health","Female","11773","5181","16954"
"National","limpopo","Private Health","Male","9181","3632","12813"
"National","limpopo","Public Health","Female","143111","49284","192395"
"National","limpopo","Public Health","Male","123811","36807","160618"
"National","mpumalanga","Private Health","Female","3962","1715","5677"
"National","mpumalanga","Private Health","Male","3448","1525","4973"
"National","mpumalanga","Public Health","Female","76684","27004","103688"
"National","mpumalanga","Public Health","Male","63284","18622","81906"
"National","northern cape","Private Health","Female","2124","1049","3173"
"National","northern cape","Private Health","Male","1947","813","2760"
"National","northern cape","Public Health","Female","17982","6996","24978"
"National","northern cape","Public Health","Male","14104","5126","19230"
"National","north west","Private Health","Female","5183","2412","7595"
"National","north west","Private Health","Male","4695","2039","6734"
"National","north west","Public Health","Female","78362","27967","106329"
"National","north west","Public Health","Male","64995","20345","85340"
"National","western cape","Private Health","Female","23321","12688","36009"
"National","western cape","Private Health","Male","21061","10974","32035"
"National","western cape","Public Health","Female","47348","16116","63464"
"National","western cape","Public Health","Male","39580","13246","52826"
