"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","899783"
"Janssen Vaccines & Prevention B.V","free state","Adults","478768"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1501108"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1207509"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1060738"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","796902"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","210787"
"Janssen Vaccines & Prevention B.V","north west","Adults","702723"
"Janssen Vaccines & Prevention B.V","western cape","Adults","737572"
"Pfizer","eastern cape","12-17 Years","74845"
"Pfizer","eastern cape","Adults","1095867"
"Pfizer","free state","12-17 Years","68859"
"Pfizer","free state","Adults","575884"
"Pfizer","gauteng","12-17 Years","153959"
"Pfizer","gauteng","Adults","3317397"
"Pfizer","kwazulu-natal","12-17 Years","95606"
"Pfizer","kwazulu-natal","Adults","1593786"
"Pfizer","limpopo","12-17 Years","74150"
"Pfizer","limpopo","Adults","856284"
"Pfizer","mpumalanga","12-17 Years","37068"
"Pfizer","mpumalanga","Adults","455507"
"Pfizer","northern cape","12-17 Years","8766"
"Pfizer","northern cape","Adults","187530"
"Pfizer","north west","12-17 Years","46171"
"Pfizer","north west","Adults","526763"
"Pfizer","western cape","12-17 Years","49712"
"Pfizer","western cape","Adults","1836842"
