"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","629"
"Janssen Vaccines & Prevention B.V","free state","Adults","335"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1257"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","683"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","566"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","827"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","148"
"Janssen Vaccines & Prevention B.V","north west","Adults","389"
"Janssen Vaccines & Prevention B.V","western cape","Adults","432"
"Pfizer","eastern cape","12-17 Years","1336"
"Pfizer","eastern cape","Adults","779"
"Pfizer","free state","12-17 Years","768"
"Pfizer","free state","Adults","473"
"Pfizer","gauteng","12-17 Years","1271"
"Pfizer","gauteng","Adults","2738"
"Pfizer","kwazulu-natal","12-17 Years","1463"
"Pfizer","kwazulu-natal","Adults","1316"
"Pfizer","limpopo","12-17 Years","714"
"Pfizer","limpopo","Adults","623"
"Pfizer","mpumalanga","12-17 Years","546"
"Pfizer","mpumalanga","Adults","421"
"Pfizer","northern cape","12-17 Years","28"
"Pfizer","northern cape","Adults","140"
"Pfizer","north west","12-17 Years","597"
"Pfizer","north west","Adults","485"
"Pfizer","western cape","12-17 Years","117"
"Pfizer","western cape","Adults","877"
