"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","505"
"Janssen Vaccines & Prevention B.V","free state","Adults","136"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1013"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","699"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","495"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","697"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","80"
"Janssen Vaccines & Prevention B.V","north west","Adults","253"
"Janssen Vaccines & Prevention B.V","western cape","Adults","158"
"Pfizer","eastern cape","12-17 Years","1036"
"Pfizer","eastern cape","Adults","644"
"Pfizer","free state","12-17 Years","298"
"Pfizer","free state","Adults","306"
"Pfizer","gauteng","12-17 Years","524"
"Pfizer","gauteng","Adults","1275"
"Pfizer","kwazulu-natal","12-17 Years","651"
"Pfizer","kwazulu-natal","Adults","1085"
"Pfizer","limpopo","12-17 Years","700"
"Pfizer","limpopo","Adults","529"
"Pfizer","mpumalanga","12-17 Years","471"
"Pfizer","mpumalanga","Adults","331"
"Pfizer","northern cape","12-17 Years","118"
"Pfizer","northern cape","Adults","68"
"Pfizer","north west","12-17 Years","126"
"Pfizer","north west","Adults","244"
"Pfizer","western cape","12-17 Years","74"
"Pfizer","western cape","Adults","346"
