"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","505","0","944","1449"
"Janssen Vaccines & Prevention B.V","free state","Adults","136","0","303","439"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1013","0","652","1665"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","699","0","697","1396"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","495","0","799","1294"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","697","0","688","1385"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","80","0","220","300"
"Janssen Vaccines & Prevention B.V","north west","Adults","253","0","448","701"
"Janssen Vaccines & Prevention B.V","western cape","Adults","158","0","238","396"
"Pfizer","eastern cape","12-17 Years","865","1036","0","1901"
"Pfizer","eastern cape","Adults","415","644","1268","2327"
"Pfizer","free state","12-17 Years","187","298","0","485"
"Pfizer","free state","Adults","185","306","460","951"
"Pfizer","gauteng","12-17 Years","529","524","0","1053"
"Pfizer","gauteng","Adults","960","1275","1541","3776"
"Pfizer","kwazulu-natal","12-17 Years","764","651","0","1415"
"Pfizer","kwazulu-natal","Adults","937","1085","1114","3136"
"Pfizer","limpopo","12-17 Years","1761","700","0","2461"
"Pfizer","limpopo","Adults","386","529","828","1743"
"Pfizer","mpumalanga","12-17 Years","402","471","0","873"
"Pfizer","mpumalanga","Adults","270","331","475","1076"
"Pfizer","northern cape","12-17 Years","259","118","0","377"
"Pfizer","northern cape","Adults","77","68","136","281"
"Pfizer","north west","12-17 Years","123","126","0","249"
"Pfizer","north west","Adults","173","244","467","884"
"Pfizer","western cape","12-17 Years","104","74","0","178"
"Pfizer","western cape","Adults","233","346","765","1344"
