"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","21"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","24"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","12"
"Janssen Vaccines & Prevention B.V","north west","Adults","8"
"Pfizer","gauteng","12-17 Years","1"
"Pfizer","gauteng","Adults","13"
"Pfizer","kwazulu-natal","12-17 Years","9"
"Pfizer","kwazulu-natal","Adults","22"
"Pfizer","limpopo","12-17 Years","1"
"Pfizer","limpopo","Adults","9"
"Pfizer","mpumalanga","Adults","0"
"Pfizer","northern cape","Adults","2"
"Pfizer","north west","12-17 Years","4"
"Pfizer","north west","Adults","45"
"Pfizer","western cape","Adults","2"
