"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0","0","1","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","21","0","8","29"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","24","0","29","53"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","12","0","6","18"
"Janssen Vaccines & Prevention B.V","north west","Adults","8","0","53","61"
"Pfizer","gauteng","12-17 Years","4","1","0","5"
"Pfizer","gauteng","Adults","9","13","19","41"
"Pfizer","kwazulu-natal","12-17 Years","8","9","0","17"
"Pfizer","kwazulu-natal","Adults","17","22","26","65"
"Pfizer","limpopo","12-17 Years","0","1","0","1"
"Pfizer","limpopo","Adults","18","9","10","37"
"Pfizer","mpumalanga","Adults","1","0","0","1"
"Pfizer","northern cape","Adults","2","2","0","4"
"Pfizer","north west","12-17 Years","13","4","0","17"
"Pfizer","north west","Adults","20","45","51","116"
"Pfizer","western cape","Adults","2","2","0","4"
