"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","3","0","2","5"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","7","0","3","10"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","1","0","1","2"
"Janssen Vaccines & Prevention B.V","north west","Adults","19","0","38","57"
"Janssen Vaccines & Prevention B.V","western cape","Adults","3","0","1","4"
"Pfizer","eastern cape","Adults","0","1","0","1"
"Pfizer","free state","Adults","1","0","0","1"
"Pfizer","gauteng","Adults","5","1","3","9"
"Pfizer","kwazulu-natal","12-17 Years","1","2","0","3"
"Pfizer","kwazulu-natal","Adults","2","5","3","10"
"Pfizer","mpumalanga","12-17 Years","1","0","0","1"
"Pfizer","north west","12-17 Years","3","3","0","6"
"Pfizer","north west","Adults","18","22","15","55"
"Pfizer","western cape","Adults","0","1","1","2"
