"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10693","4653","15346"
"National","eastern cape","Private Health","Male","8867","3522","12389"
"National","eastern cape","Public Health","Female","115121","23675","138796"
"National","eastern cape","Public Health","Male","92331","15616","107947"
"National","free state","Private Health","Female","8807","3738","12545"
"National","free state","Private Health","Male","7170","2866","10036"
"National","free state","Public Health","Female","75398","28263","103661"
"National","free state","Public Health","Male","63777","20310","84087"
"National","gauteng","Private Health","Female","54040","27372","81412"
"National","gauteng","Private Health","Male","48936","22985","71921"
"National","gauteng","Public Health","Female","144124","44216","188340"
"National","gauteng","Public Health","Male","113619","32737","146356"
"National","kwazulu-natal","Private Health","Female","17503","9076","26579"
"National","kwazulu-natal","Private Health","Male","15719","7657","23376"
"National","kwazulu-natal","Public Health","Female","116409","29276","145685"
"National","kwazulu-natal","Public Health","Male","78809","18191","97000"
"National","limpopo","Private Health","Female","10333","4272","14605"
"National","limpopo","Private Health","Male","8198","3063","11261"
"National","limpopo","Public Health","Female","111237","29052","140289"
"National","limpopo","Public Health","Male","93385","21997","115382"
"National","mpumalanga","Private Health","Female","4038","1534","5572"
"National","mpumalanga","Private Health","Male","3509","1313","4822"
"National","mpumalanga","Public Health","Female","61196","14600","75796"
"National","mpumalanga","Public Health","Male","51324","10611","61935"
"National","northern cape","Private Health","Female","2137","960","3097"
"National","northern cape","Private Health","Male","1909","699","2608"
"National","northern cape","Public Health","Female","10986","3221","14207"
"National","northern cape","Public Health","Male","8820","2433","11253"
"National","north west","Private Health","Female","5209","2193","7402"
"National","north west","Private Health","Male","4689","1853","6542"
"National","north west","Public Health","Female","70967","18590","89557"
"National","north west","Public Health","Male","58923","13374","72297"
"National","western cape","Private Health","Female","23598","11337","34935"
"National","western cape","Private Health","Male","20977","9566","30543"
"National","western cape","Public Health","Female","46644","14504","61148"
"National","western cape","Public Health","Male","38505","11790","50295"
