"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","0"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","0"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","0"
"Janssen Vaccines & Prevention B.V","western cape","Adults","0"
"Pfizer","eastern cape","12-17 Years","13"
"Pfizer","eastern cape","Adults","3"
"Pfizer","gauteng","12-17 Years","17"
"Pfizer","gauteng","Adults","42"
"Pfizer","kwazulu-natal","12-17 Years","1"
"Pfizer","kwazulu-natal","Adults","9"
"Pfizer","limpopo","Adults","3"
"Pfizer","mpumalanga","12-17 Years","0"
"Pfizer","mpumalanga","Adults","10"
"Pfizer","north west","12-17 Years","5"
"Pfizer","north west","Adults","2"
"Pfizer","western cape","12-17 Years","6"
"Pfizer","western cape","Adults","12"
