"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","155","36","191"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14447","5574","20021"
"National","eastern cape","Amathole DM","Public Health","Male","12419","4571","16990"
"National","eastern cape","A Nzo DM","Public Health","Female","32711","17646","50357"
"National","eastern cape","A Nzo DM","Public Health","Male","29070","13781","42851"
"National","eastern cape","Buffalo City MM","Private Health","Female","2774","1132","3906"
"National","eastern cape","Buffalo City MM","Private Health","Male","2269","874","3143"
"National","eastern cape","Buffalo City MM","Public Health","Female","16402","9516","25918"
"National","eastern cape","Buffalo City MM","Public Health","Male","13032","6718","19750"
"National","eastern cape","C Hani DM","Private Health","Female","218","105","323"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13639","3587","17226"
"National","eastern cape","C Hani DM","Public Health","Male","11000","2620","13620"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","644","358","1002"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","485","215","700"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7767","2702","10469"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6929","2180","9109"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3985","2010","5995"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3620","1689","5309"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15694","6464","22158"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12229","4589","16818"
"National","eastern cape","O Tambo DM","Private Health","Female","301","117","418"
"National","eastern cape","O Tambo DM","Private Health","Male","241","111","352"
"National","eastern cape","O Tambo DM","Public Health","Female","43470","17067","60537"
"National","eastern cape","O Tambo DM","Public Health","Male","36668","12831","49499"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1538","1064","2602"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1338","804","2142"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9540","5344","14884"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8012","3994","12006"
"National","free state","Fezile Dabi DM","Private Health","Female","469","339","808"
"National","free state","Fezile Dabi DM","Private Health","Male","442","279","721"
"National","free state","Fezile Dabi DM","Public Health","Female","13035","4995","18030"
"National","free state","Fezile Dabi DM","Public Health","Male","10716","3630","14346"
"National","free state","Lejweleputswa DM","Private Health","Female","3691","1421","5112"
"National","free state","Lejweleputswa DM","Private Health","Male","2953","1076","4029"
"National","free state","Lejweleputswa DM","Public Health","Female","13901","5240","19141"
"National","free state","Lejweleputswa DM","Public Health","Male","11925","3708","15633"
"National","free state","Mangaung MM","Private Health","Female","2928","1997","4925"
