"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","862352","0","153772","1016124"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464869","0","95038","559907"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1431173","0","212129","1643302"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1163018","0","183574","1346592"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1055788","0","157743","1213531"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","816885","0","130980","947865"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208413","0","35231","243644"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","694885","0","116111","810996"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","662954","0","112746","775700"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137588","0","65388","202976"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94507","0","40023","134530"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21927","0","7152","29079"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23481","0","8966","32447"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94616","0","61527","156143"
"Pfizer","National","eastern cape","Adults","1364334","1148451","254814","2767599"
"Pfizer","National","eastern cape","12-17 Years","299707","124706","0","424413"
"Pfizer","National","free state","12-17 Years","168451","80428","0","248879"
"Pfizer","National","free state","Adults","685508","602344","144884","1432736"
"Pfizer","National","gauteng","12-17 Years","381968","168502","20","550490"
"Pfizer","National","gauteng","Adults","3951252","3424670","689885","8065807"
"Pfizer","National","kwazulu-natal","Adults","2012318","1674318","340051","4026687"
"Pfizer","National","kwazulu-natal","12-17 Years","290203","132668","12","422883"
"Pfizer","National","limpopo","Adults","1062095","890645","180227","2132967"
"Pfizer","National","limpopo","12-17 Years","290042","101663","2","391707"
"Pfizer","National","mpumalanga","12-17 Years","148125","55480","0","203605"
"Pfizer","National","mpumalanga","Adults","586566","482550","109735","1178851"
"Pfizer","National","northern cape","12-17 Years","36660","15554","0","52214"
"Pfizer","National","northern cape","Adults","229989","196240","37242","463471"
"Pfizer","National","north west","12-17 Years","149160","52359","4","201523"
"Pfizer","National","north west","Adults","631789","545422","114447","1291658"
"Pfizer","National","western cape","12-17 Years","130271","54771","3","185045"
"Pfizer","National","western cape","Adults","2136720","1876468","494477","4507665"
