"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102998"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119951"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72210"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107601"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51436"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165949"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212198"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90882"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81307"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76069"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153660"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144815"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33414"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","327766"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","560802"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102820"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469305"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108072"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80156"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","345690"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58800"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63980"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102895"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67819"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141786"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102811"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97613"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97065"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98912"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275357"
