"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","82","0","164","246"
"Janssen Vaccines & Prevention B.V","free state","Adults","71","0","108","179"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","377","0","238","615"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","157","0","132","289"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","128","0","148","276"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","218","0","231","449"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","28","0","14","42"
"Janssen Vaccines & Prevention B.V","north west","Adults","51","0","72","123"
"Janssen Vaccines & Prevention B.V","western cape","Adults","94","0","74","168"
"Pfizer","eastern cape","12-17 Years","588","681","0","1269"
"Pfizer","eastern cape","Adults","239","320","446","1005"
"Pfizer","free state","12-17 Years","14","37","0","51"
"Pfizer","free state","Adults","61","111","164","336"
"Pfizer","gauteng","12-17 Years","113","119","0","232"
"Pfizer","gauteng","Adults","356","433","355","1144"
"Pfizer","kwazulu-natal","12-17 Years","101","257","0","358"
"Pfizer","kwazulu-natal","Adults","223","336","201","760"
"Pfizer","limpopo","12-17 Years","243","342","0","585"
"Pfizer","limpopo","Adults","127","172","140","439"
"Pfizer","mpumalanga","12-17 Years","153","207","0","360"
"Pfizer","mpumalanga","Adults","88","122","87","297"
"Pfizer","northern cape","12-17 Years","42","5","0","47"
"Pfizer","northern cape","Adults","32","28","14","74"
"Pfizer","north west","12-17 Years","13","11","0","24"
"Pfizer","north west","Adults","36","41","28","105"
"Pfizer","western cape","12-17 Years","168","119","0","287"
"Pfizer","western cape","Adults","135","127","175","437"
