"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","82"
"Janssen Vaccines & Prevention B.V","free state","Adults","71"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","377"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","157"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","128"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","218"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","28"
"Janssen Vaccines & Prevention B.V","north west","Adults","51"
"Janssen Vaccines & Prevention B.V","western cape","Adults","94"
"Pfizer","eastern cape","12-17 Years","681"
"Pfizer","eastern cape","Adults","320"
"Pfizer","free state","12-17 Years","37"
"Pfizer","free state","Adults","111"
"Pfizer","gauteng","12-17 Years","119"
"Pfizer","gauteng","Adults","433"
"Pfizer","kwazulu-natal","12-17 Years","257"
"Pfizer","kwazulu-natal","Adults","336"
"Pfizer","limpopo","12-17 Years","342"
"Pfizer","limpopo","Adults","172"
"Pfizer","mpumalanga","12-17 Years","207"
"Pfizer","mpumalanga","Adults","122"
"Pfizer","northern cape","12-17 Years","5"
"Pfizer","northern cape","Adults","28"
"Pfizer","north west","12-17 Years","11"
"Pfizer","north west","Adults","41"
"Pfizer","western cape","12-17 Years","119"
"Pfizer","western cape","Adults","127"
