"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","91"
"Janssen Vaccines & Prevention B.V","free state","Adults","29"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","286"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","125"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","160"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","126"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","75"
"Janssen Vaccines & Prevention B.V","north west","Adults","56"
"Janssen Vaccines & Prevention B.V","western cape","Adults","77"
"Pfizer","eastern cape","12-17 Years","103"
"Pfizer","eastern cape","Adults","317"
"Pfizer","free state","12-17 Years","122"
"Pfizer","free state","Adults","66"
"Pfizer","gauteng","12-17 Years","39"
"Pfizer","gauteng","Adults","280"
"Pfizer","kwazulu-natal","12-17 Years","46"
"Pfizer","kwazulu-natal","Adults","152"
"Pfizer","limpopo","12-17 Years","85"
"Pfizer","limpopo","Adults","116"
"Pfizer","mpumalanga","12-17 Years","106"
"Pfizer","mpumalanga","Adults","43"
"Pfizer","northern cape","12-17 Years","2"
"Pfizer","northern cape","Adults","21"
"Pfizer","north west","12-17 Years","5"
"Pfizer","north west","Adults","46"
"Pfizer","western cape","12-17 Years","48"
"Pfizer","western cape","Adults","76"
