"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","91","0","142","233"
"Janssen Vaccines & Prevention B.V","free state","Adults","29","0","74","103"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","286","0","159","445"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","125","0","104","229"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","160","0","229","389"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","126","0","107","233"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","75","0","49","124"
"Janssen Vaccines & Prevention B.V","north west","Adults","56","0","46","102"
"Janssen Vaccines & Prevention B.V","western cape","Adults","77","0","48","125"
"Pfizer","eastern cape","12-17 Years","124","103","0","227"
"Pfizer","eastern cape","Adults","196","317","449","962"
"Pfizer","free state","12-17 Years","44","122","0","166"
"Pfizer","free state","Adults","45","66","99","210"
"Pfizer","gauteng","12-17 Years","60","39","0","99"
"Pfizer","gauteng","Adults","280","280","223","783"
"Pfizer","kwazulu-natal","12-17 Years","65","46","0","111"
"Pfizer","kwazulu-natal","Adults","180","152","157","489"
"Pfizer","limpopo","12-17 Years","54","85","0","139"
"Pfizer","limpopo","Adults","102","116","144","362"
"Pfizer","mpumalanga","12-17 Years","17","106","0","123"
"Pfizer","mpumalanga","Adults","21","43","34","98"
"Pfizer","northern cape","12-17 Years","3","2","0","5"
"Pfizer","northern cape","Adults","25","21","35","81"
"Pfizer","north west","12-17 Years","7","5","0","12"
"Pfizer","north west","Adults","34","46","52","132"
"Pfizer","western cape","12-17 Years","9","48","0","57"
"Pfizer","western cape","Adults","84","76","81","241"
