"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","83"
"Janssen Vaccines & Prevention B.V","free state","Adults","24"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","305"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","152"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","103"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","121"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","13"
"Janssen Vaccines & Prevention B.V","north west","Adults","53"
"Janssen Vaccines & Prevention B.V","western cape","Adults","93"
"Pfizer","eastern cape","12-17 Years","442"
"Pfizer","eastern cape","Adults","305"
"Pfizer","free state","12-17 Years","84"
"Pfizer","free state","Adults","88"
"Pfizer","gauteng","12-17 Years","72"
"Pfizer","gauteng","Adults","227"
"Pfizer","kwazulu-natal","12-17 Years","61"
"Pfizer","kwazulu-natal","Adults","198"
"Pfizer","limpopo","12-17 Years","224"
"Pfizer","limpopo","Adults","90"
"Pfizer","mpumalanga","12-17 Years","155"
"Pfizer","mpumalanga","Adults","96"
"Pfizer","northern cape","12-17 Years","85"
"Pfizer","northern cape","Adults","32"
"Pfizer","north west","12-17 Years","11"
"Pfizer","north west","Adults","30"
"Pfizer","western cape","12-17 Years","33"
"Pfizer","western cape","Adults","119"
