"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","62"
"Janssen Vaccines & Prevention B.V","free state","Adults","29"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","264"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","117"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","105"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","157"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","21"
"Janssen Vaccines & Prevention B.V","north west","Adults","57"
"Janssen Vaccines & Prevention B.V","western cape","Adults","79"
"Pfizer","eastern cape","12-17 Years","699"
"Pfizer","eastern cape","Adults","320"
"Pfizer","free state","12-17 Years","73"
"Pfizer","free state","Adults","88"
"Pfizer","gauteng","12-17 Years","49"
"Pfizer","gauteng","Adults","280"
"Pfizer","kwazulu-natal","12-17 Years","132"
"Pfizer","kwazulu-natal","Adults","172"
"Pfizer","limpopo","12-17 Years","308"
"Pfizer","limpopo","Adults","167"
"Pfizer","mpumalanga","12-17 Years","168"
"Pfizer","mpumalanga","Adults","80"
"Pfizer","northern cape","12-17 Years","20"
"Pfizer","northern cape","Adults","22"
"Pfizer","north west","12-17 Years","6"
"Pfizer","north west","Adults","28"
"Pfizer","western cape","12-17 Years","59"
"Pfizer","western cape","Adults","121"
