"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","142","0","157","299"
"Janssen Vaccines & Prevention B.V","free state","Adults","23","0","50","73"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","383","0","217","600"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","139","0","77","216"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","106","0","201","307"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","83","0","148","231"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","26","0","31","57"
"Janssen Vaccines & Prevention B.V","north west","Adults","58","0","137","195"
"Janssen Vaccines & Prevention B.V","western cape","Adults","60","0","65","125"
"Pfizer","eastern cape","12-17 Years","36","65","0","101"
"Pfizer","eastern cape","Adults","270","160","455","885"
"Pfizer","free state","12-17 Years","4","8","0","12"
"Pfizer","free state","Adults","42","21","64","127"
"Pfizer","gauteng","12-17 Years","57","42","0","99"
"Pfizer","gauteng","Adults","327","212","313","852"
"Pfizer","kwazulu-natal","12-17 Years","17","21","0","38"
"Pfizer","kwazulu-natal","Adults","102","99","114","315"
"Pfizer","limpopo","12-17 Years","34","17","0","51"
"Pfizer","limpopo","Adults","120","72","190","382"
"Pfizer","mpumalanga","12-17 Years","33","5","0","38"
"Pfizer","mpumalanga","Adults","24","30","67","121"
"Pfizer","northern cape","12-17 Years","19","8","0","27"
"Pfizer","northern cape","Adults","16","15","31","62"
"Pfizer","north west","12-17 Years","6","2","0","8"
"Pfizer","north west","Adults","56","28","55","139"
"Pfizer","western cape","12-17 Years","11","6","0","17"
"Pfizer","western cape","Adults","161","82","194","437"
