"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102802"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119802"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72070"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107479"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51379"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165613"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","211845"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90767"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81245"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","75977"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153525"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144743"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33362"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","325449"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","558180"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102601"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","468243"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107762"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80035"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","344051"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58713"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63719"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102809"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67756"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141385"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102625"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97537"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","96853"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98871"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","274477"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245069"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","186526"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","244079"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136404"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","414985"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189105"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232218"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71877"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41660"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16369"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28248"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59033"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","295887"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109310"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201026"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110551"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","433211"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121590"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6835"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78018"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47497"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68628"
"Pfizer","eastern cape","Amathole DM","12-17 Years","8493"
"Pfizer","eastern cape","Amathole DM","Adults","148493"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","25470"
"Pfizer","eastern cape","A Nzo DM","Adults","102669"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","17347"
"Pfizer","eastern cape","Buffalo City MM","Adults","211992"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6421"
"Pfizer","eastern cape","C Hani DM","Adults","118826"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5424"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56002"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14711"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","275916"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29397"
"Pfizer","eastern cape","O Tambo DM","Adults","136449"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11206"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93387"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9212"
"Pfizer","free state","Fezile Dabi DM","Adults","93792"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11554"
"Pfizer","free state","Lejweleputswa DM","Adults","153801"
"Pfizer","free state","Mangaung MM","12-17 Years","28122"
"Pfizer","free state","Mangaung MM","Adults","201347"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29137"
"Pfizer","free state","T Mofutsanyana DM","Adults","137387"
"Pfizer","free state","Xhariep DM","12-17 Years","1991"
"Pfizer","free state","Xhariep DM","Adults","14221"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38805"
"Pfizer","gauteng","Ekurhuleni MM","Adults","806372"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55891"
"Pfizer","gauteng","Johannesburg MM","Adults","1491633"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12229"
"Pfizer","gauteng","Sedibeng DM","Adults","154999"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44347"
"Pfizer","gauteng","Tshwane MM","Adults","730069"
"Pfizer","gauteng","West Rand DM","12-17 Years","18106"
"Pfizer","gauteng","West Rand DM","Adults","234303"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4712"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","49922"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","23165"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","769226"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13696"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68158"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6970"
"Pfizer","kwazulu-natal","iLembe DM","Adults","98691"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8415"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92698"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8837"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134460"
"Pfizer","kwazulu-natal","uMgungundlovu DM","12-17 Years","9608"
"Pfizer","kwazulu-natal","uMgungundlovu DM","Adults","213187"
"Pfizer","kwazulu-natal","Umkhanyakude DM","12-17 Years","15682"
"Pfizer","kwazulu-natal","Umkhanyakude DM","Adults","58677"
"Pfizer","kwazulu-natal","Umzinyathi DM","12-17 Years","9840"
"Pfizer","kwazulu-natal","Umzinyathi DM","Adults","42662"
"Pfizer","kwazulu-natal","Uthukela DM","12-17 Years","11180"
"Pfizer","kwazulu-natal","Uthukela DM","Adults","57569"
"Pfizer","kwazulu-natal","Zululand DM","12-17 Years","21123"
"Pfizer","kwazulu-natal","Zululand DM","Adults","84402"
