"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","860884","0","151838","1012722"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464456","0","94029","558485"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1424649","0","208771","1633420"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1159846","0","181300","1341146"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1052368","0","153538","1205906"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","814384","0","128448","942832"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207723","0","34685","242408"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","693295","0","113922","807217"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","661163","0","111907","773070"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24221","85094"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137582","0","65388","202970"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21924","0","7151","29075"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23479","0","8965","32444"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94616","0","61527","156143"
"Pfizer","National","eastern cape","Adults","1358129","1143732","250539","2752400"
"Pfizer","National","eastern cape","12-17 Years","294633","118469","0","413102"
"Pfizer","National","free state","12-17 Years","169575","80016","0","249591"
"Pfizer","National","free state","Adults","683088","600548","143366","1427002"
"Pfizer","National","gauteng","12-17 Years","384940","169378","18","554336"
"Pfizer","National","gauteng","Adults","3941891","3417357","684396","8043644"
"Pfizer","National","kwazulu-natal","Adults","2005805","1669647","337543","4012995"
"Pfizer","National","kwazulu-natal","12-17 Years","292513","133228","10","425751"
"Pfizer","National","limpopo","Adults","1056903","887324","177543","2121770"
"Pfizer","National","limpopo","12-17 Years","289313","99928","2","389243"
"Pfizer","National","mpumalanga","12-17 Years","147796","53721","0","201517"
"Pfizer","National","mpumalanga","Adults","583154","480393","108742","1172289"
"Pfizer","National","northern cape","12-17 Years","36411","15058","0","51469"
"Pfizer","National","northern cape","Adults","229124","195595","36788","461507"
"Pfizer","National","north west","12-17 Years","150072","52466","4","202542"
"Pfizer","National","north west","Adults","629321","543720","112999","1286040"
"Pfizer","National","western cape","12-17 Years","131273","54122","3","185398"
"Pfizer","National","western cape","Adults","2132970","1873849","492137","4498956"
