"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","861752","0","152997","1014749"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464708","0","94644","559352"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1428404","0","210850","1639254"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1161616","0","182607","1344223"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1054605","0","156157","1210762"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","815893","0","129942","945835"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208122","0","34992","243114"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","694263","0","115351","809614"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","662145","0","112364","774509"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137585","0","65388","202973"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94507","0","40023","134530"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21926","0","7152","29078"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23480","0","8965","32445"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94616","0","61527","156143"
"Pfizer","National","eastern cape","Adults","1361670","1146527","252909","2761106"
"Pfizer","National","eastern cape","12-17 Years","297409","122101","0","419510"
"Pfizer","National","free state","12-17 Years","169032","80411","0","249443"
"Pfizer","National","free state","Adults","684467","601621","144296","1430384"
"Pfizer","National","gauteng","12-17 Years","383270","168896","19","552185"
"Pfizer","National","gauteng","Adults","3947128","3421455","687613","8056196"
"Pfizer","National","kwazulu-natal","Adults","2009436","1672355","339002","4020793"
"Pfizer","National","kwazulu-natal","12-17 Years","291380","133048","12","424440"
"Pfizer","National","limpopo","Adults","1059915","889230","179151","2128296"
"Pfizer","National","limpopo","12-17 Years","289765","101108","2","390875"
"Pfizer","National","mpumalanga","12-17 Years","148115","54749","0","202864"
"Pfizer","National","mpumalanga","Adults","585086","481650","109359","1176095"
"Pfizer","National","northern cape","12-17 Years","36485","15411","0","51896"
"Pfizer","National","northern cape","Adults","229623","195960","37067","462650"
"Pfizer","National","north west","12-17 Years","149497","52418","4","201919"
"Pfizer","National","north west","Adults","630653","544672","113862","1289187"
"Pfizer","National","western cape","12-17 Years","130644","54581","3","185228"
"Pfizer","National","western cape","Adults","2134980","1875296","493415","4503691"
