"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","152","37","189"
"National","eastern cape","Amathole DM","Private Health","Male","95","18","113"
"National","eastern cape","Amathole DM","Public Health","Female","14182","5111","19293"
"National","eastern cape","Amathole DM","Public Health","Male","12048","4215","16263"
"National","eastern cape","A Nzo DM","Public Health","Female","31178","15596","46774"
"National","eastern cape","A Nzo DM","Public Health","Male","27222","11844","39066"
"National","eastern cape","Buffalo City MM","Private Health","Female","2855","1178","4033"
"National","eastern cape","Buffalo City MM","Private Health","Male","2327","896","3223"
"National","eastern cape","Buffalo City MM","Public Health","Female","16224","9300","25524"
"National","eastern cape","Buffalo City MM","Public Health","Male","12619","6405","19024"
"National","eastern cape","C Hani DM","Private Health","Female","222","106","328"
"National","eastern cape","C Hani DM","Private Health","Male","156","77","233"
"National","eastern cape","C Hani DM","Public Health","Female","13907","3626","17533"
"National","eastern cape","C Hani DM","Public Health","Male","11177","2641","13818"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","659","365","1024"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","500","218","718"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7845","2728","10573"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7034","2205","9239"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4082","2049","6131"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3694","1712","5406"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15584","6369","21953"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12152","4483","16635"
"National","eastern cape","O Tambo DM","Private Health","Female","312","121","433"
"National","eastern cape","O Tambo DM","Private Health","Male","251","112","363"
"National","eastern cape","O Tambo DM","Public Health","Female","43727","16867","60594"
"National","eastern cape","O Tambo DM","Public Health","Male","36575","12565","49140"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1577","1083","2660"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1372","821","2193"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9612","5367","14979"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8069","3986","12055"
"National","free state","Fezile Dabi DM","Private Health","Female","471","342","813"
"National","free state","Fezile Dabi DM","Private Health","Male","448","285","733"
"National","free state","Fezile Dabi DM","Public Health","Female","13238","5030","18268"
"National","free state","Fezile Dabi DM","Public Health","Male","10787","3648","14435"
"National","free state","Lejweleputswa DM","Private Health","Female","3791","1457","5248"
"National","free state","Lejweleputswa DM","Private Health","Male","3027","1095","4122"
"National","free state","Lejweleputswa DM","Public Health","Female","14101","5303","19404"
"National","free state","Lejweleputswa DM","Public Health","Male","12088","3739","15827"
"National","free state","Mangaung MM","Private Health","Female","2968","1891","4859"
"National","free state","Mangaung MM","Private Health","Male","2443","1434","3877"
"National","free state","Mangaung MM","Public Health","Female","23516","13889","37405"
"National","free state","Mangaung MM","Public Health","Male","20988","11193","32181"
"National","free state","T Mofutsanyana DM","Private Health","Female","1858","1133","2991"
"National","free state","T Mofutsanyana DM","Private Health","Male","1589","918","2507"
"National","free state","T Mofutsanyana DM","Public Health","Female","26868","15436","42304"
"National","free state","T Mofutsanyana DM","Public Health","Male","23072","11612","34684"
"National","free state","Xhariep DM","Public Health","Female","4277","1193","5470"
"National","free state","Xhariep DM","Public Health","Male","3502","813","4315"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10810","6590","17400"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9983","5624","15607"
