"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","856480","0","143741","1000221"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","462716","0","89117","551833"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1407693","0","198753","1606446"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1149607","0","173229","1322836"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1045092","0","142607","1187699"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","806831","0","121173","928004"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206473","0","33562","240035"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690006","0","109173","799179"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","656002","0","108128","764130"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60866","0","24220","85086"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24394","0","12199","36593"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137483","0","65383","202866"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94498","0","40023","134521"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34183","0","17016","51199"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21915","0","7151","29066"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23475","0","8964","32439"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1339211","1127653","234068","2700932"
"Pfizer","National","eastern cape","12-17 Years","284362","102318","0","386680"
"Pfizer","National","free state","12-17 Years","171996","79238","0","251234"
"Pfizer","National","free state","Adults","674601","593270","135904","1403775"
"Pfizer","National","gauteng","12-17 Years","393571","170492","14","564077"
"Pfizer","National","gauteng","Adults","3910431","3389707","664084","7964222"
"Pfizer","National","kwazulu-natal","Adults","1982702","1650401","326055","3959158"
"Pfizer","National","kwazulu-natal","12-17 Years","296713","128439","8","425160"
"Pfizer","National","limpopo","Adults","1042987","877999","170865","2091851"
"Pfizer","National","limpopo","12-17 Years","287167","94358","2","381527"
"Pfizer","National","mpumalanga","12-17 Years","147218","48425","0","195643"
"Pfizer","National","mpumalanga","Adults","574170","473939","105484","1153593"
"Pfizer","National","northern cape","12-17 Years","36034","13749","0","49783"
"Pfizer","National","northern cape","Adults","226718","194003","35803","456524"
"Pfizer","National","north west","12-17 Years","153703","52843","4","206550"
"Pfizer","National","north west","Adults","622811","539490","109939","1272240"
"Pfizer","National","western cape","12-17 Years","131310","52897","2","184209"
"Pfizer","National","western cape","Adults","2120682","1863293","481218","4465193"
