"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","917346"
"Janssen Vaccines & Prevention B.V","free state","Adults","487110"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1545179"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1244107"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1079275"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","828746"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","215937"
"Janssen Vaccines & Prevention B.V","north west","Adults","713481"
"Janssen Vaccines & Prevention B.V","western cape","Adults","750615"
"Pfizer","eastern cape","12-17 Years","102318"
"Pfizer","eastern cape","Adults","1127655"
"Pfizer","free state","12-17 Years","79238"
"Pfizer","free state","Adults","593270"
"Pfizer","gauteng","12-17 Years","170492"
"Pfizer","gauteng","Adults","3389721"
"Pfizer","kwazulu-natal","12-17 Years","128439"
"Pfizer","kwazulu-natal","Adults","1650406"
"Pfizer","limpopo","12-17 Years","94358"
"Pfizer","limpopo","Adults","877999"
"Pfizer","mpumalanga","12-17 Years","48425"
"Pfizer","mpumalanga","Adults","473940"
"Pfizer","northern cape","12-17 Years","13749"
"Pfizer","northern cape","Adults","194003"
"Pfizer","north west","12-17 Years","52843"
"Pfizer","north west","Adults","539492"
"Pfizer","western cape","12-17 Years","52897"
"Pfizer","western cape","Adults","1863305"
